vehicle_id,insured_value_million_toman,risk_score,segment,has_own_damage_policy,record_type
V02146,398.363836,0.94633186,standard,True,synthetic
V02147,493.30172,2.5612871,standard,False,synthetic
V02148,609.020108,0.68390871,standard,True,synthetic
V02149,761.292793,1.37252031,standard,False,synthetic
V02150,511.815018,1.05832838,standard,True,synthetic
V02151,387.820336,1.32080417,standard,True,synthetic
V02152,321.306628,1.33535588,preferred,True,synthetic
V02153,1419.153191,0.9002946,standard,True,synthetic
V02154,1042.781197,1.30167296,commercial,True,synthetic
V02155,250.0,0.82086079,commercial,True,synthetic
V02156,689.939494,0.49029422,preferred,False,synthetic
V02157,1188.516508,0.93556608,preferred,True,synthetic
V02158,535.839179,1.33691343,preferred,True,synthetic
V02159,758.277932,0.99851754,preferred,True,synthetic
V02160,1132.864423,0.58475153,standard,False,synthetic
V02161,785.467695,1.23077747,standard,True,synthetic
V02162,529.813786,0.59822371,preferred,True,synthetic
V02163,545.112692,2.14617841,standard,True,synthetic
V02164,351.840309,0.79580437,standard,False,synthetic
V02165,1267.477374,2.45193897,preferred,True,synthetic
V02166,379.786438,0.99511574,standard,True,synthetic
V02167,3056.757438,0.87644444,standard,True,synthetic
V02168,320.507319,0.96193395,standard,True,synthetic
V02169,743.675898,0.51693682,standard,True,synthetic
V02170,1272.07366,0.94626633,standard,False,synthetic
V02171,855.174737,1.49765999,preferred,False,synthetic
V02172,914.581952,1.0875662,commercial,True,synthetic
V02173,1356.025801,1.38746397,preferred,True,synthetic
V02174,313.80882,1.14462924,standard,True,synthetic
V02175,397.852699,1.01217059,preferred,False,synthetic
V02176,258.288947,1.21466286,preferred,True,synthetic
V02177,507.088328,1.0174402,standard,False,synthetic
V02178,837.104855,0.58618343,standard,True,synthetic
V02179,1098.358453,1.02241057,preferred,True,synthetic
V02180,593.735507,1.6025558,standard,True,synthetic
V02181,1605.213067,0.91529425,preferred,False,synthetic
V02182,935.902022,0.90979633,commercial,False,synthetic
V02183,522.062303,1.53334533,standard,False,synthetic
V02184,1258.883386,1.55493594,standard,True,synthetic
V02185,1330.533868,0.54592228,standard,True,synthetic
V02186,405.708119,0.66792572,standard,True,synthetic
V02187,304.098388,0.98696263,preferred,True,synthetic
V02188,693.173267,0.93068147,preferred,False,synthetic
V02189,821.678542,0.79669925,standard,False,synthetic
V02190,618.399502,1.17301165,standard,True,synthetic
V02191,1242.16402,0.79184473,preferred,True,synthetic
V02192,1350.528877,1.18102167,standard,True,synthetic
V02193,483.24554,0.94263083,preferred,True,synthetic
V02194,891.836626,1.9871288,standard,True,synthetic
V02195,907.964938,0.7679645,standard,True,synthetic
V02196,1075.808926,1.01185413,standard,True,synthetic
V02197,1152.502749,1.70399857,standard,False,synthetic
V02198,893.625762,1.55480331,standard,True,synthetic
V02199,380.432175,1.69137655,preferred,True,synthetic
V02200,818.957669,0.42108031,commercial,True,synthetic
V02201,1619.412981,1.07840085,standard,True,synthetic
V02202,545.245683,1.82854718,standard,True,synthetic
V02203,440.16491,0.79389886,standard,True,synthetic
V02204,1825.291663,0.84482084,preferred,True,synthetic
V02205,760.327723,1.33335329,standard,True,synthetic
V02206,849.303019,1.07607121,standard,True,synthetic
V02207,810.482689,0.92704245,preferred,False,synthetic
V02208,250.0,1.03333962,standard,False,synthetic
V02209,620.89929,0.61989106,standard,False,synthetic
V02210,1043.357877,0.44504748,standard,False,synthetic
V02211,509.011064,1.39772162,standard,True,synthetic
V02212,526.85933,1.17346383,standard,True,synthetic
V02213,1161.312594,0.98209165,standard,False,synthetic
V02214,458.479681,0.81635707,preferred,True,synthetic
V02215,1273.127988,0.99216943,standard,False,synthetic
V02216,648.245365,1.07918759,standard,True,synthetic
V02217,608.512065,0.8166902,commercial,True,synthetic
V02218,838.65988,1.18444211,preferred,True,synthetic
V02219,843.338504,1.3873967,preferred,True,synthetic
V02220,698.024935,1.41053342,standard,False,synthetic
V02221,1319.360428,0.7600646,preferred,True,synthetic
V02222,504.055996,1.29071494,standard,True,synthetic
V02223,288.048317,0.69710424,preferred,True,synthetic
V02224,834.294232,1.27154119,preferred,False,synthetic
V02225,1145.582449,1.13772661,commercial,True,synthetic
V02226,303.335434,1.0965693,preferred,False,synthetic
V02227,901.464798,1.35850594,standard,False,synthetic
V02228,592.85556,0.58024032,standard,True,synthetic
V02229,1023.039393,0.8577999,preferred,True,synthetic
V02230,1229.868982,2.46320379,standard,True,synthetic
V02231,888.598803,0.68507461,standard,True,synthetic
V02232,1306.372247,1.74961434,preferred,True,synthetic
V02233,876.811104,1.45229391,standard,True,synthetic
V02234,1720.142147,0.67697462,standard,True,synthetic
V02235,1036.790621,1.0685376,standard,True,synthetic
V02236,407.489302,1.22233344,commercial,True,synthetic
V02237,353.918385,1.58930719,standard,True,synthetic
V02238,566.07918,1.45771035,standard,True,synthetic
V02239,1098.91835,0.8048173,preferred,False,synthetic
V02240,598.55535,0.76495294,standard,True,synthetic
V02241,250.0,0.62537072,standard,True,synthetic
V02242,1183.405337,0.77334186,standard,True,synthetic
V02243,914.62139,0.75003257,commercial,True,synthetic
V02244,427.407886,1.78759374,commercial,False,synthetic
V02245,950.953545,1.60921384,standard,True,synthetic
V02246,1666.658069,1.42910485,standard,True,synthetic
V02247,1055.197146,0.9877455,preferred,True,synthetic
V02248,736.310839,1.17758667,preferred,True,synthetic
V02249,645.424027,0.94692128,commercial,False,synthetic
V02250,1130.035564,0.78234311,preferred,True,synthetic
V02251,645.486448,1.00176032,standard,True,synthetic
V02252,879.347563,1.23497321,standard,True,synthetic
V02253,433.122834,0.67103661,preferred,True,synthetic
V02254,1153.843336,1.475164,standard,True,synthetic
V02255,366.22265,1.30491574,standard,False,synthetic
V02256,533.730566,1.19504141,standard,True,synthetic
V02257,1038.073347,0.66898175,standard,True,synthetic
V02258,1375.342565,1.05973528,standard,False,synthetic
V02259,725.631459,0.87738336,commercial,False,synthetic
V02260,779.540912,0.95300059,standard,False,synthetic
V02261,957.582013,0.66822748,standard,True,synthetic
V02262,548.014074,1.26304586,preferred,False,synthetic
V02263,1077.405159,1.35994515,standard,False,synthetic
V02264,1093.535654,0.71522008,standard,False,synthetic
V02265,394.147947,1.51594646,standard,False,synthetic
V02266,693.42049,0.73553625,standard,False,synthetic
V02267,2124.102927,1.66210181,standard,True,synthetic
V02268,1890.553287,0.64886696,preferred,True,synthetic
V02269,752.232324,1.01589115,standard,False,synthetic
V02270,495.104353,1.23683694,commercial,True,synthetic
V02271,801.70832,1.65144432,preferred,True,synthetic
V02272,1682.220476,0.80404153,standard,True,synthetic
V02273,1046.551573,1.48399442,standard,True,synthetic
V02274,531.311584,1.032838,standard,False,synthetic
V02275,1640.423778,0.77407766,preferred,True,synthetic
V02276,685.590714,0.64944058,preferred,True,synthetic
V02277,1161.71847,0.9468674,preferred,False,synthetic
V02278,592.94746,0.88982264,standard,True,synthetic
V02279,753.839834,1.75103071,commercial,True,synthetic
V02280,679.603806,0.4,standard,True,synthetic
V02281,1645.459309,0.75052715,standard,True,synthetic
V02282,681.61917,1.44658909,commercial,True,synthetic
V02283,385.666512,1.22612375,standard,True,synthetic
V02284,916.232384,0.56385192,standard,True,synthetic
V02285,1066.88533,0.76286537,standard,True,synthetic
V02286,621.086402,0.98071821,standard,True,synthetic
V02287,776.102325,0.78979187,standard,False,synthetic
V02288,1655.873887,1.29508273,standard,True,synthetic
V02289,476.700947,1.08484677,standard,True,synthetic
V02290,374.730385,0.70505306,standard,True,synthetic
V02291,1036.14573,1.76829408,standard,True,synthetic
V02292,523.441006,1.25108052,commercial,True,synthetic
V02293,912.019815,1.00879614,preferred,True,synthetic
V02294,847.778106,0.80024726,preferred,True,synthetic
V02295,1927.398951,0.79272359,standard,True,synthetic
V02296,1133.449356,1.58300457,standard,True,synthetic
V02297,753.392302,1.15744052,standard,True,synthetic
V02298,470.969822,1.77458283,standard,True,synthetic
V02299,1044.88324,0.75577816,standard,True,synthetic
V02300,1033.993346,1.04716024,standard,True,synthetic
V02301,592.475742,1.6346754,preferred,False,synthetic
V02302,659.767431,0.85974129,preferred,False,synthetic
V02303,607.096907,0.94439619,standard,True,synthetic
V02304,465.094757,1.1128699,preferred,True,synthetic
V02305,403.175781,1.3466756,standard,True,synthetic
V02306,534.158892,1.18578203,standard,False,synthetic
V02307,3069.890129,1.2600795,commercial,True,synthetic
V02308,1852.379272,1.1650818,preferred,True,synthetic
V02309,2694.696705,0.74472475,standard,False,synthetic
V02310,745.87642,1.30016082,preferred,False,synthetic
V02311,1176.93547,0.83291849,commercial,False,synthetic
V02312,1133.610874,1.16976386,standard,False,synthetic
V02313,433.560736,0.88425058,standard,False,synthetic
V02314,604.675642,2.08584412,commercial,True,synthetic
V02315,367.895033,1.05879168,standard,True,synthetic
V02316,847.999639,1.21776263,preferred,True,synthetic
V02317,3500.0,0.98926814,standard,True,synthetic
V02318,1362.176764,1.17465492,preferred,True,synthetic
V02319,1188.06865,0.64284278,standard,True,synthetic
V02320,775.736603,0.95212184,standard,True,synthetic
V02321,695.590125,1.30820074,commercial,True,synthetic
V02322,855.707616,0.63117575,standard,True,synthetic
V02323,608.233581,0.89995266,standard,True,synthetic
V02324,663.602308,1.1824315,standard,True,synthetic
V02325,895.878393,0.95689203,standard,True,synthetic
V02326,979.374428,1.09288271,standard,True,synthetic
V02327,362.815032,0.99356099,commercial,True,synthetic
V02328,689.652936,0.61274916,standard,True,synthetic
V02329,930.167916,1.14278009,commercial,True,synthetic
V02330,525.801489,0.60745271,standard,True,synthetic
V02331,955.665909,1.05315103,standard,True,synthetic
V02332,761.903102,1.30794323,standard,False,synthetic
V02333,1936.37616,0.54104384,commercial,False,synthetic
V02334,667.259564,1.10172734,standard,False,synthetic
V02335,382.551355,0.79879122,standard,True,synthetic
V02336,404.31027,0.7641071,commercial,True,synthetic
V02337,356.557278,0.54549138,preferred,True,synthetic
V02338,1211.774793,1.1083858,standard,True,synthetic
V02339,615.127424,1.37430088,preferred,True,synthetic
V02340,547.574468,1.15899188,standard,True,synthetic
V02341,912.61396,0.96471085,standard,True,synthetic
V02342,591.946912,1.1742915,standard,True,synthetic
V02343,463.226457,1.03039377,standard,False,synthetic
V02344,819.72294,1.09149691,preferred,True,synthetic
V02345,1042.680738,1.41944718,standard,False,synthetic
V02346,396.679991,1.32740319,standard,True,synthetic
V02347,603.658425,1.0326735,standard,True,synthetic
V02348,602.951987,1.03682677,standard,False,synthetic
V02349,798.5414,0.8707375,standard,False,synthetic
V02350,377.696434,1.41976217,preferred,True,synthetic
V02351,2542.767233,1.0683723,commercial,False,synthetic
V02352,950.381169,2.48984872,commercial,True,synthetic
V02353,424.066529,1.28120823,preferred,True,synthetic
V02354,1371.85863,1.28096466,standard,True,synthetic
V02355,1044.635678,1.5489752,standard,True,synthetic
V02356,616.683968,1.37093131,standard,False,synthetic
V02357,1090.810319,0.83306104,standard,True,synthetic
V02358,515.262869,0.78465569,preferred,False,synthetic
V02359,1017.306887,0.70803763,standard,True,synthetic
V02360,480.438993,1.04480648,commercial,True,synthetic
V02361,627.755748,0.97338048,standard,True,synthetic
V02362,844.08181,0.67981991,preferred,True,synthetic
V02363,850.134508,0.71460674,standard,True,synthetic
V02364,621.39419,1.10331731,commercial,True,synthetic
V02365,1058.727577,0.85225783,standard,False,synthetic
V02366,469.203589,0.87225215,standard,False,synthetic
V02367,410.276044,1.45623042,standard,True,synthetic
V02368,1097.691661,0.95963641,standard,False,synthetic
V02369,912.829234,0.41931241,commercial,True,synthetic
V02370,919.867821,1.335253,commercial,True,synthetic
V02371,771.38768,0.77469941,standard,True,synthetic
V02372,832.877931,1.31111898,standard,True,synthetic
V02373,1802.92007,1.55824737,standard,False,synthetic
V02374,267.974946,0.97571024,commercial,True,synthetic
V02375,928.046141,1.25023298,preferred,True,synthetic
V02376,486.417237,1.30258521,standard,True,synthetic
V02377,1867.213448,0.85031517,standard,True,synthetic
V02378,438.676777,1.24037092,commercial,False,synthetic
V02379,473.293885,1.35713888,standard,True,synthetic
V02380,693.510137,0.81599199,standard,True,synthetic
V02381,654.906222,1.66996305,standard,False,synthetic
V02382,1677.930667,0.92787642,standard,False,synthetic
V02383,1085.109732,1.6534655,commercial,True,synthetic
V02384,698.278957,1.66890568,standard,False,synthetic
V02385,882.118525,1.24631264,standard,False,synthetic
V02386,2816.380562,0.81429753,preferred,True,synthetic
V02387,990.179594,0.97194691,commercial,True,synthetic
V02388,362.277208,0.95438037,standard,True,synthetic
V02389,554.365823,0.873983,preferred,False,synthetic
V02390,375.13756,1.07561285,commercial,False,synthetic
V02391,1019.854059,1.2865089,standard,True,synthetic
V02392,417.683018,2.25310841,commercial,True,synthetic
V02393,2255.234599,0.57716941,preferred,True,synthetic
V02394,1025.566179,1.09858565,preferred,True,synthetic
V02395,293.728085,1.67008447,standard,True,synthetic
V02396,772.98672,1.38215859,standard,True,synthetic
V02397,1335.790063,1.40012586,standard,True,synthetic
V02398,663.326127,1.62965,commercial,False,synthetic
V02399,585.814518,0.93769997,standard,True,synthetic
V02400,650.075141,2.22308303,standard,True,synthetic
V02401,868.439214,0.64775105,standard,True,synthetic
V02402,771.769022,0.78502245,preferred,True,synthetic
V02403,644.240338,1.39349004,standard,True,synthetic
V02404,1391.087061,1.02369616,preferred,True,synthetic
V02405,866.609393,1.08781645,commercial,True,synthetic
V02406,551.494025,0.88422977,standard,True,synthetic
V02407,1354.291858,1.37396247,preferred,True,synthetic
V02408,791.87153,1.80825178,standard,False,synthetic
V02409,334.904572,0.9593979,preferred,True,synthetic
V02410,350.788013,0.86411331,preferred,True,synthetic
V02411,1596.58867,0.82826716,standard,False,synthetic
V02412,526.34946,1.05399098,preferred,True,synthetic
V02413,818.996518,0.76973619,standard,True,synthetic
V02414,803.50332,0.92514942,commercial,False,synthetic
V02415,827.30517,1.35578258,preferred,False,synthetic
V02416,1641.446694,1.3715075,commercial,False,synthetic
V02417,953.581363,0.59471424,preferred,False,synthetic
V02418,1393.448906,0.81016656,standard,False,synthetic
V02419,546.609599,0.81670165,preferred,True,synthetic
V02420,573.204909,1.46237882,standard,True,synthetic
V02421,979.177262,1.56277244,preferred,True,synthetic
V02422,838.656868,0.54133422,preferred,False,synthetic
V02423,449.900871,0.76022999,preferred,True,synthetic
V02424,486.470639,1.06339694,standard,False,synthetic
V02425,410.572969,1.1519622,preferred,True,synthetic
V02426,599.228445,0.96337246,preferred,True,synthetic
V02427,875.552497,0.95065301,standard,True,synthetic
V02428,466.769199,0.78361751,preferred,False,synthetic
V02429,990.09643,0.72512756,commercial,False,synthetic
V02430,764.074443,1.32372627,preferred,True,synthetic
V02431,659.886379,0.7862175,standard,True,synthetic
V02432,896.878572,1.53646277,commercial,True,synthetic
V02433,545.931891,1.12648416,standard,False,synthetic
V02434,563.629239,1.15350452,standard,False,synthetic
V02435,2643.861561,0.76165685,standard,True,synthetic
V02436,415.798904,0.98284505,preferred,True,synthetic
V02437,1290.108089,0.95476392,preferred,True,synthetic
V02438,817.862426,1.31395363,commercial,True,synthetic
V02439,438.936361,1.3916882,commercial,True,synthetic
V02440,491.089631,0.96104814,standard,True,synthetic
V02441,1071.740844,1.43977615,preferred,False,synthetic
V02442,1187.628248,1.17309838,preferred,False,synthetic
V02443,1184.978393,0.57337407,standard,True,synthetic
V02444,568.544994,1.2132737,standard,False,synthetic
V02445,484.05594,1.67975079,standard,True,synthetic
V02446,727.304102,1.39557856,standard,False,synthetic
V02447,566.204845,1.53296376,preferred,True,synthetic
V02448,1133.855264,1.03966491,standard,True,synthetic
V02449,378.620578,0.75833077,preferred,False,synthetic
V02450,1085.539768,2.36792253,standard,True,synthetic
V02451,690.729118,1.34310311,standard,True,synthetic
V02452,769.357832,0.65576374,commercial,False,synthetic
V02453,389.232885,1.21376533,preferred,False,synthetic
V02454,881.110299,1.05624444,standard,True,synthetic
V02455,250.0,0.97649288,preferred,False,synthetic
V02456,1137.342986,1.39949214,preferred,True,synthetic
V02457,664.006542,0.83479094,standard,True,synthetic
V02458,435.061482,0.99368804,commercial,True,synthetic
V02459,2141.492831,2.12037263,commercial,True,synthetic
V02460,713.866998,1.22780269,standard,True,synthetic
V02461,953.893814,0.90394094,standard,False,synthetic
V02462,990.771995,0.69423841,preferred,True,synthetic
V02463,477.900405,0.59289978,preferred,True,synthetic
V02464,955.071518,0.88644388,standard,True,synthetic
V02465,369.123725,1.08622207,standard,True,synthetic
V02466,1787.565064,0.85947587,standard,False,synthetic
V02467,721.063304,1.09412913,commercial,True,synthetic
V02468,534.53431,1.53502088,standard,True,synthetic
V02469,535.182192,0.95230831,preferred,True,synthetic
V02470,673.237938,1.08904588,commercial,True,synthetic
V02471,846.425564,1.23803761,standard,False,synthetic
V02472,1568.541491,1.01325974,commercial,True,synthetic
V02473,585.282789,1.15850981,standard,False,synthetic
V02474,596.338242,1.11682165,standard,True,synthetic
V02475,514.222383,1.48038347,preferred,True,synthetic
V02476,1201.653142,0.84052559,commercial,True,synthetic
V02477,704.692538,1.28093396,standard,True,synthetic
V02478,250.0,0.52411562,standard,True,synthetic
V02479,2331.550715,0.88542119,standard,True,synthetic
V02480,778.959519,0.69459263,standard,True,synthetic
V02481,795.310618,0.61561268,standard,True,synthetic
V02482,975.37339,1.08179593,preferred,False,synthetic
V02483,930.312075,0.7755835,standard,True,synthetic
V02484,1683.947362,1.15840864,preferred,True,synthetic
V02485,1724.264938,1.43704213,standard,False,synthetic
V02486,772.344233,1.80805657,standard,True,synthetic
V02487,1047.851823,1.09105797,standard,False,synthetic
V02488,1334.694241,1.46855588,standard,False,synthetic
V02489,527.053676,0.60825199,preferred,False,synthetic
V02490,779.511656,2.03526289,preferred,True,synthetic
V02491,552.118442,0.98685161,standard,True,synthetic
V02492,553.72037,1.64156053,standard,True,synthetic
V02493,1910.210552,1.21115698,standard,True,synthetic
V02494,771.65369,1.18651909,standard,False,synthetic
V02495,545.35,0.68786594,standard,True,synthetic
V02496,604.602846,1.38971387,standard,True,synthetic
V02497,1950.340266,1.13785418,commercial,True,synthetic
V02498,1635.193847,0.80264692,standard,True,synthetic
V02499,403.051852,1.10965061,standard,True,synthetic
V02500,674.153831,1.50492682,standard,True,synthetic
V02501,411.69791,1.32492981,standard,True,synthetic
V02502,528.127395,0.50901407,commercial,True,synthetic
V02503,813.355601,0.85443195,standard,True,synthetic
V02504,986.45861,0.94505404,preferred,True,synthetic
V02505,1160.907291,1.82072285,commercial,True,synthetic
V02506,978.114356,0.91141439,preferred,True,synthetic
V02507,354.430291,1.0338731,commercial,False,synthetic
V02508,390.562783,1.00901473,preferred,False,synthetic
V02509,1131.25855,1.40152389,preferred,True,synthetic
V02510,273.584157,0.828479,preferred,True,synthetic
V02511,1788.318244,0.80195143,commercial,False,synthetic
V02512,561.704398,1.08087602,standard,True,synthetic
V02513,833.519083,0.77313761,commercial,True,synthetic
V02514,1156.738079,1.28467106,standard,True,synthetic
V02515,328.989874,0.90691023,standard,False,synthetic
V02516,327.504593,1.27820864,standard,True,synthetic
V02517,986.275438,0.70774462,standard,False,synthetic
V02518,1043.579746,0.8166885,preferred,True,synthetic
V02519,405.708246,0.9978642,standard,True,synthetic
V02520,255.554082,0.92574429,standard,True,synthetic
V02521,1301.355282,0.65787464,standard,True,synthetic
V02522,422.087162,2.10502452,preferred,True,synthetic
V02523,1024.436985,1.5105363,preferred,True,synthetic
V02524,338.871519,1.27596971,standard,True,synthetic
V02525,681.952056,0.98101516,standard,True,synthetic
V02526,1064.231364,1.05265556,commercial,True,synthetic
V02527,982.751083,1.50765551,preferred,True,synthetic
V02528,604.426615,1.39609349,standard,True,synthetic
V02529,1067.363335,1.51865005,standard,True,synthetic
V02530,1148.101068,0.82890883,commercial,True,synthetic
V02531,535.771194,1.0823352,standard,True,synthetic
V02532,250.0,1.16703293,commercial,True,synthetic
V02533,1655.93668,1.10529516,standard,True,synthetic
V02534,1087.695993,0.99534036,standard,False,synthetic
V02535,1136.915416,1.02953855,standard,False,synthetic
V02536,819.964378,0.92803603,standard,False,synthetic
V02537,1057.262829,1.64494003,standard,True,synthetic
V02538,1457.388382,1.0389215,standard,True,synthetic
V02539,306.14177,1.52599629,standard,True,synthetic
V02540,610.04495,0.97434081,standard,True,synthetic
V02541,1527.759956,0.4,standard,True,synthetic
V02542,363.751856,1.31858295,commercial,False,synthetic
V02543,668.701756,0.83255372,standard,True,synthetic
V02544,2238.935666,1.23737141,standard,True,synthetic
V02545,1106.739258,1.60349918,standard,True,synthetic
V02546,1177.481292,1.7714662,standard,True,synthetic
V02547,605.371818,0.82138527,preferred,True,synthetic
V02548,702.513112,0.99902104,standard,True,synthetic
V02549,1931.549287,1.11990479,preferred,False,synthetic
V02550,926.403195,0.63615475,commercial,False,synthetic
V02551,807.903241,0.80201446,standard,False,synthetic
V02552,524.563137,1.33120717,standard,False,synthetic
V02553,298.482965,1.88612769,standard,True,synthetic
V02554,990.906505,1.65936434,standard,True,synthetic
V02555,3094.940998,0.59682001,commercial,True,synthetic
V02556,432.101255,0.81618808,standard,True,synthetic
V02557,587.909864,1.79226925,preferred,False,synthetic
V02558,413.409071,1.06520424,preferred,True,synthetic
V02559,1039.821997,0.69677649,standard,False,synthetic
V02560,490.508579,0.99176409,commercial,True,synthetic
V02561,602.120368,1.71656265,commercial,True,synthetic
V02562,429.111185,1.60841283,preferred,False,synthetic
V02563,665.664901,0.99041373,preferred,True,synthetic
V02564,398.475783,1.04149987,standard,True,synthetic
V02565,632.639391,0.71451964,standard,True,synthetic
V02566,599.558035,0.97394817,preferred,True,synthetic
V02567,412.97562,1.69648761,standard,True,synthetic
V02568,642.477448,1.57476206,standard,True,synthetic
V02569,485.382757,0.88091838,standard,True,synthetic
V02570,582.105888,1.75502716,commercial,True,synthetic
V02571,1210.283492,0.70087548,standard,True,synthetic
V02572,595.969389,0.65783205,standard,True,synthetic
V02573,2451.589688,0.8654569,commercial,True,synthetic
V02574,1351.312231,0.52094481,standard,True,synthetic
V02575,2557.223722,3.2,preferred,True,synthetic
V02576,1598.921164,1.05760687,preferred,False,synthetic
V02577,548.852936,1.6796948,standard,False,synthetic
V02578,467.780458,1.35914501,preferred,True,synthetic
V02579,806.936672,1.18821302,standard,True,synthetic
V02580,356.929384,1.06866573,preferred,False,synthetic
V02581,503.351106,0.77138521,standard,False,synthetic
V02582,347.252037,1.93384527,standard,True,synthetic
V02583,1672.561756,0.86456754,commercial,True,synthetic
V02584,482.797324,1.24582071,preferred,False,synthetic
V02585,1180.025605,1.52309952,standard,True,synthetic
V02586,504.027344,0.73396307,standard,True,synthetic
V02587,403.755379,1.36074317,commercial,True,synthetic
V02588,1359.625006,1.17699189,preferred,True,synthetic
V02589,667.183745,0.85727403,standard,False,synthetic
V02590,850.566935,0.44594893,standard,True,synthetic
V02591,611.996574,1.06068238,preferred,True,synthetic
V02592,474.899704,1.82133323,standard,False,synthetic
V02593,1555.170883,0.78476129,standard,False,synthetic
V02594,657.226017,1.3148045,standard,True,synthetic
V02595,2081.05584,2.44127675,preferred,True,synthetic
V02596,730.418339,0.94702594,standard,True,synthetic
V02597,1213.412565,0.94923526,standard,False,synthetic
V02598,1761.181545,0.80009719,standard,True,synthetic
V02599,938.014288,1.58939099,commercial,True,synthetic
V02600,2594.34631,1.0108559,preferred,False,synthetic
V02601,2483.191907,0.77413655,standard,True,synthetic
V02602,318.954737,1.69283065,commercial,True,synthetic
V02603,1229.142522,0.94115368,standard,False,synthetic
V02604,805.082017,1.38526028,standard,False,synthetic
V02605,1303.495138,1.07606613,standard,True,synthetic
V02606,675.130833,1.35926671,standard,True,synthetic
V02607,1019.520961,0.78358538,standard,True,synthetic
V02608,250.0,0.72336817,standard,True,synthetic
V02609,603.11774,1.04238956,commercial,False,synthetic
V02610,578.82495,2.23703015,standard,True,synthetic
V02611,487.692625,0.66654394,standard,True,synthetic
V02612,878.758524,1.27481122,standard,True,synthetic
V02613,902.280909,2.01563803,preferred,True,synthetic
V02614,797.018756,0.86734149,standard,True,synthetic
V02615,579.382855,1.03761406,standard,False,synthetic
V02616,250.0,0.58767652,standard,True,synthetic
V02617,250.0,0.63963577,commercial,True,synthetic
V02618,1279.216024,0.91223572,commercial,False,synthetic
V02619,490.403764,0.75936732,preferred,True,synthetic
V02620,1068.81935,1.43005363,standard,True,synthetic
V02621,406.237521,0.99774192,commercial,True,synthetic
V02622,1377.406362,0.84819784,standard,True,synthetic
V02623,705.675338,0.81488901,commercial,False,synthetic
V02624,1964.324747,1.63349023,standard,True,synthetic
V02625,508.332099,0.55360535,standard,True,synthetic
V02626,1367.948997,1.038878,standard,True,synthetic
V02627,711.971217,1.38523646,standard,True,synthetic
V02628,1424.289422,1.48735933,standard,True,synthetic
V02629,1452.288565,1.1330808,standard,True,synthetic
V02630,547.927541,0.68809823,standard,True,synthetic
V02631,1981.837979,0.68111086,preferred,True,synthetic
V02632,379.944512,1.12924315,preferred,True,synthetic
V02633,736.619832,1.12507187,standard,True,synthetic
V02634,455.486709,1.2259792,commercial,False,synthetic
V02635,2185.689472,1.17539476,standard,False,synthetic
V02636,321.136809,0.98965495,standard,True,synthetic
V02637,1556.78034,1.16758818,preferred,True,synthetic
V02638,1413.70668,1.61109779,preferred,True,synthetic
V02639,919.612321,1.68709079,commercial,False,synthetic
V02640,733.223683,1.19034885,preferred,True,synthetic
V02641,828.516321,0.76605314,standard,False,synthetic
V02642,559.472324,0.92415916,standard,False,synthetic
V02643,756.822966,0.63014793,standard,True,synthetic
V02644,703.898464,1.15300938,preferred,True,synthetic
V02645,487.323942,0.70485862,standard,False,synthetic
V02646,854.698058,0.87353501,standard,False,synthetic
V02647,410.40559,1.06945054,standard,True,synthetic
V02648,669.264522,1.01762366,preferred,True,synthetic
V02649,812.877171,0.53567243,preferred,True,synthetic
V02650,448.960633,0.5533551,preferred,True,synthetic
V02651,581.841374,1.23952612,commercial,True,synthetic
V02652,337.048263,0.54780332,preferred,False,synthetic
V02653,403.936465,0.79793372,standard,True,synthetic
V02654,519.342796,1.18580354,preferred,True,synthetic
V02655,1910.798212,1.09202275,standard,False,synthetic
V02656,1394.408417,0.58646454,preferred,True,synthetic
V02657,250.0,1.67294759,commercial,False,synthetic
V02658,481.216866,0.7599886,preferred,False,synthetic
V02659,636.247055,1.11898173,standard,True,synthetic
V02660,340.543957,1.11003069,commercial,True,synthetic
V02661,354.916944,1.31944471,standard,True,synthetic
V02662,532.807517,1.27112871,commercial,False,synthetic
V02663,289.702055,1.34576823,standard,True,synthetic
V02664,446.3298,0.68776868,standard,True,synthetic
V02665,553.538512,0.66447911,standard,True,synthetic
V02666,485.78815,1.46616477,standard,True,synthetic
V02667,774.760214,1.37241711,commercial,False,synthetic
V02668,889.35541,1.05365232,standard,True,synthetic
V02669,438.926452,0.94636898,standard,False,synthetic
V02670,1077.6637,0.60132782,preferred,True,synthetic
V02671,464.768081,1.69542047,commercial,False,synthetic
V02672,830.912878,1.39234703,standard,True,synthetic
V02673,985.641128,1.38298247,preferred,True,synthetic
V02674,694.14207,0.97266607,preferred,True,synthetic
V02675,842.424437,0.63166784,standard,True,synthetic
V02676,583.58618,0.7983409,commercial,True,synthetic
V02677,953.016649,0.93286294,standard,True,synthetic
V02678,1059.756333,1.34594805,preferred,True,synthetic
V02679,508.07759,1.42878919,preferred,True,synthetic
V02680,623.313482,0.68918797,preferred,False,synthetic
V02681,913.741842,0.55035541,standard,True,synthetic
V02682,522.036826,0.99937791,standard,True,synthetic
V02683,1069.381232,0.72845518,commercial,False,synthetic
V02684,741.437863,1.28080998,standard,False,synthetic
V02685,330.453239,0.7162846,standard,False,synthetic
V02686,441.514073,0.56844062,standard,True,synthetic
V02687,597.697422,0.91456253,standard,False,synthetic
V02688,1509.375365,0.7553018,standard,True,synthetic
