policy_id,vehicle_id,coverage_type,property_limit_million_toman,bodily_limit_million_toman,insured_value_million_toman,deductible_million_toman,one_month_exposure,risk_score,segment,empirical_claim_probability,mean_paid_loss_million_toman,record_type
OD00849,V00849,own_damage,,,808.59274,5.0,1.0,2.14687371,standard,0.02,27.1367825,synthetic
TP00850,V00850,third_party_liability,100.0,1000.0,,0.0,1.0,1.47767638,commercial,0.006,77.66618331,synthetic
TP00851,V00851,third_party_liability,200.0,1000.0,,0.0,1.0,1.13614023,standard,0.003,72.26880356,synthetic
OD00851,V00851,own_damage,,,361.20514,5.0,1.0,1.13614023,standard,0.009,24.89719209,synthetic
TP00852,V00852,third_party_liability,200.0,1500.0,,0.0,1.0,1.00449829,standard,0.002,221.14562485,synthetic
OD00852,V00852,own_damage,,,250.0,5.0,1.0,1.00449829,standard,0.009,21.25738159,synthetic
TP00853,V00853,third_party_liability,100.0,1000.0,,0.0,1.0,0.82191117,preferred,0.004,38.57778105,synthetic
OD00853,V00853,own_damage,,,250.0,5.0,1.0,0.82191117,preferred,0.009,29.9526317,synthetic
TP00854,V00854,third_party_liability,200.0,1500.0,,0.0,1.0,0.51862706,standard,0.003,117.59576249,synthetic
TP00855,V00855,third_party_liability,200.0,1000.0,,0.0,1.0,1.58827322,standard,0.007,155.09876954,synthetic
OD00855,V00855,own_damage,,,629.61492,5.0,1.0,1.58827322,standard,0.017,31.37662373,synthetic
TP00856,V00856,third_party_liability,400.0,1000.0,,0.0,1.0,0.9574728,preferred,0.003,143.26666164,synthetic
TP00857,V00857,third_party_liability,400.0,1000.0,,0.0,1.0,1.1139306,commercial,0.004,77.62216498,synthetic
OD00857,V00857,own_damage,,,1087.835228,5.0,1.0,1.1139306,commercial,0.011,27.57400472,synthetic
TP00858,V00858,third_party_liability,200.0,1000.0,,0.0,1.0,1.25818265,standard,0.006,81.06766614,synthetic
OD00858,V00858,own_damage,,,982.787749,5.0,1.0,1.25818265,standard,0.016,31.03692074,synthetic
TP00859,V00859,third_party_liability,400.0,1000.0,,0.0,1.0,0.85748829,standard,0.003,59.4496293,synthetic
OD00859,V00859,own_damage,,,1186.105315,5.0,1.0,0.85748829,standard,0.007,23.56727243,synthetic
TP00860,V00860,third_party_liability,100.0,1000.0,,0.0,1.0,1.19722669,standard,0.003,36.06530762,synthetic
TP00861,V00861,third_party_liability,200.0,1500.0,,0.0,1.0,1.07983973,standard,0.004,84.05325526,synthetic
TP00862,V00862,third_party_liability,100.0,1500.0,,0.0,1.0,1.7341205,preferred,0.015,71.35272256,synthetic
TP00863,V00863,third_party_liability,200.0,1500.0,,0.0,1.0,0.67090142,preferred,0.002,40.20211717,synthetic
OD00863,V00863,own_damage,,,807.786006,5.0,1.0,0.67090142,preferred,0.006,39.79936012,synthetic
TP00864,V00864,third_party_liability,400.0,1000.0,,0.0,1.0,1.41071405,preferred,0.004,59.48924279,synthetic
TP00865,V00865,third_party_liability,400.0,1000.0,,0.0,1.0,1.12205946,commercial,0.004,100.30107953,synthetic
OD00865,V00865,own_damage,,,822.245922,5.0,1.0,1.12205946,commercial,0.009,23.0101388,synthetic
TP00866,V00866,third_party_liability,200.0,1000.0,,0.0,1.0,1.35834348,preferred,0.004,34.43409217,synthetic
TP00867,V00867,third_party_liability,100.0,1500.0,,0.0,1.0,0.93540337,preferred,0.001,197.12324034,synthetic
OD00867,V00867,own_damage,,,1302.498535,5.0,1.0,0.93540337,preferred,0.006,21.28356284,synthetic
TP00868,V00868,third_party_liability,200.0,1000.0,,0.0,1.0,0.82045715,standard,0.001,24.36872505,synthetic
TP00869,V00869,third_party_liability,200.0,1500.0,,0.0,1.0,1.01123448,standard,0.002,130.1634665,synthetic
OD00869,V00869,own_damage,,,438.484571,5.0,1.0,1.01123448,standard,0.005,20.6227345,synthetic
TP00870,V00870,third_party_liability,100.0,1000.0,,0.0,1.0,1.10068374,standard,0.002,122.67331454,synthetic
TP00871,V00871,third_party_liability,100.0,1000.0,,0.0,1.0,1.06639092,standard,0.005,152.5962881,synthetic
TP00872,V00872,third_party_liability,200.0,1500.0,,0.0,1.0,1.15444778,standard,0.005,65.04661669,synthetic
OD00872,V00872,own_damage,,,626.107142,5.0,1.0,1.15444778,standard,0.008,29.96539885,synthetic
TP00873,V00873,third_party_liability,400.0,1000.0,,0.0,1.0,0.89758059,standard,0.003,130.17713313,synthetic
OD00873,V00873,own_damage,,,656.707098,5.0,1.0,0.89758059,standard,0.006,28.26263166,synthetic
TP00874,V00874,third_party_liability,200.0,1000.0,,0.0,1.0,1.07916787,preferred,0.007,64.12530971,synthetic
OD00874,V00874,own_damage,,,703.94165,5.0,1.0,1.07916787,preferred,0.013,25.77184631,synthetic
TP00875,V00875,third_party_liability,200.0,1000.0,,0.0,1.0,0.99291899,standard,0.006,91.40512189,synthetic
OD00875,V00875,own_damage,,,614.658988,5.0,1.0,0.99291899,standard,0.012,21.89500617,synthetic
TP00876,V00876,third_party_liability,200.0,1000.0,,0.0,1.0,0.70116874,standard,0.004,116.89748686,synthetic
OD00876,V00876,own_damage,,,797.695328,5.0,1.0,0.70116874,standard,0.009,25.2142269,synthetic
TP00877,V00877,third_party_liability,100.0,1500.0,,0.0,1.0,1.2315846,preferred,0.003,54.62360391,synthetic
OD00877,V00877,own_damage,,,298.352868,5.0,1.0,1.2315846,preferred,0.006,29.04250284,synthetic
TP00878,V00878,third_party_liability,200.0,1000.0,,0.0,1.0,0.80356654,standard,0.001,118.7054841,synthetic
TP00879,V00879,third_party_liability,100.0,1000.0,,0.0,1.0,1.52864383,preferred,0.007,70.03249811,synthetic
TP00880,V00880,third_party_liability,100.0,1000.0,,0.0,1.0,0.68357515,standard,0.004,62.49530406,synthetic
TP00881,V00881,third_party_liability,200.0,1000.0,,0.0,1.0,1.1533274,standard,0.004,89.80618013,synthetic
OD00881,V00881,own_damage,,,964.277884,5.0,1.0,1.1533274,standard,0.008,25.97171769,synthetic
TP00882,V00882,third_party_liability,200.0,1000.0,,0.0,1.0,1.20268346,standard,0.003,85.39308921,synthetic
OD00882,V00882,own_damage,,,764.42194,5.0,1.0,1.20268346,standard,0.008,24.67471553,synthetic
TP00883,V00883,third_party_liability,100.0,1000.0,,0.0,1.0,1.39746302,preferred,0.008,56.45857812,synthetic
OD00883,V00883,own_damage,,,463.806788,5.0,1.0,1.39746302,preferred,0.012,31.73440436,synthetic
TP00884,V00884,third_party_liability,200.0,1500.0,,0.0,1.0,1.16719831,standard,0.008,88.82649868,synthetic
OD00884,V00884,own_damage,,,1332.910714,5.0,1.0,1.16719831,standard,0.018,33.70090023,synthetic
TP00885,V00885,third_party_liability,200.0,1000.0,,0.0,1.0,1.0238077,standard,0.002,76.12197981,synthetic
OD00885,V00885,own_damage,,,1029.928673,5.0,1.0,1.0238077,standard,0.009,26.71278756,synthetic
TP00886,V00886,third_party_liability,200.0,1000.0,,0.0,1.0,0.74079206,commercial,0.0,0.0,synthetic
TP00887,V00887,third_party_liability,200.0,1000.0,,0.0,1.0,0.57775155,standard,0.001,37.95752391,synthetic
OD00887,V00887,own_damage,,,364.374101,5.0,1.0,0.57775155,standard,0.005,26.71664703,synthetic
TP00888,V00888,third_party_liability,200.0,1500.0,,0.0,1.0,1.11530907,preferred,0.003,59.58005693,synthetic
TP00889,V00889,third_party_liability,200.0,1000.0,,0.0,1.0,1.0624175,preferred,0.002,17.75480843,synthetic
OD00889,V00889,own_damage,,,276.030802,5.0,1.0,1.0624175,preferred,0.006,14.78998095,synthetic
TP00890,V00890,third_party_liability,200.0,1500.0,,0.0,1.0,1.31962007,standard,0.007,83.81082129,synthetic
OD00890,V00890,own_damage,,,1396.461554,5.0,1.0,1.31962007,standard,0.013,23.28346481,synthetic
TP00891,V00891,third_party_liability,200.0,1000.0,,0.0,1.0,1.05505472,preferred,0.008,73.42525619,synthetic
OD00891,V00891,own_damage,,,678.297842,5.0,1.0,1.05505472,preferred,0.012,30.1131202,synthetic
TP00892,V00892,third_party_liability,200.0,1500.0,,0.0,1.0,1.04688376,standard,0.004,88.79751017,synthetic
OD00892,V00892,own_damage,,,948.681374,5.0,1.0,1.04688376,standard,0.008,16.75260527,synthetic
TP00893,V00893,third_party_liability,100.0,1000.0,,0.0,1.0,1.33269027,commercial,0.003,170.73848322,synthetic
OD00893,V00893,own_damage,,,877.181293,5.0,1.0,1.33269027,commercial,0.01,21.26090679,synthetic
TP00894,V00894,third_party_liability,200.0,1500.0,,0.0,1.0,0.60445451,standard,0.001,16.85477721,synthetic
TP00895,V00895,third_party_liability,200.0,1500.0,,0.0,1.0,1.5259988,standard,0.004,82.35821144,synthetic
TP00896,V00896,third_party_liability,200.0,1000.0,,0.0,1.0,1.10407581,standard,0.008,73.09035074,synthetic
OD00896,V00896,own_damage,,,969.896992,5.0,1.0,1.10407581,standard,0.015,22.99616364,synthetic
TP00897,V00897,third_party_liability,200.0,1000.0,,0.0,1.0,1.27563087,standard,0.007,104.22200764,synthetic
TP00898,V00898,third_party_liability,200.0,1500.0,,0.0,1.0,0.77245896,preferred,0.005,114.41597857,synthetic
OD00898,V00898,own_damage,,,386.690273,5.0,1.0,0.77245896,preferred,0.008,17.92380116,synthetic
TP00899,V00899,third_party_liability,200.0,1000.0,,0.0,1.0,1.10440316,preferred,0.005,101.65221755,synthetic
TP00900,V00900,third_party_liability,200.0,1000.0,,0.0,1.0,0.67873247,standard,0.001,106.19939322,synthetic
OD00900,V00900,own_damage,,,285.854841,5.0,1.0,0.67873247,standard,0.005,24.67346909,synthetic
TP00901,V00901,third_party_liability,400.0,1000.0,,0.0,1.0,1.83826142,standard,0.007,79.24333331,synthetic
OD00901,V00901,own_damage,,,1737.977129,5.0,1.0,1.83826142,standard,0.021,25.9987534,synthetic
TP00902,V00902,third_party_liability,200.0,1000.0,,0.0,1.0,0.93206886,standard,0.004,63.02959651,synthetic
OD00902,V00902,own_damage,,,1027.277383,5.0,1.0,0.93206886,standard,0.007,26.01853801,synthetic
TP00903,V00903,third_party_liability,400.0,1500.0,,0.0,1.0,0.90025577,commercial,0.002,214.10521904,synthetic
TP00904,V00904,third_party_liability,200.0,1000.0,,0.0,1.0,1.44355452,standard,0.005,51.35802458,synthetic
OD00904,V00904,own_damage,,,462.658841,5.0,1.0,1.44355452,standard,0.01,23.38741473,synthetic
TP00905,V00905,third_party_liability,100.0,1500.0,,0.0,1.0,0.63346458,commercial,0.001,85.35955541,synthetic
OD00905,V00905,own_damage,,,871.380876,5.0,1.0,0.63346458,commercial,0.002,27.05430582,synthetic
TP00906,V00906,third_party_liability,200.0,1000.0,,0.0,1.0,1.20247377,standard,0.007,71.03079807,synthetic
OD00906,V00906,own_damage,,,322.374655,5.0,1.0,1.20247377,standard,0.012,17.90786622,synthetic
TP00907,V00907,third_party_liability,100.0,1000.0,,0.0,1.0,1.25938224,standard,0.003,84.63603691,synthetic
OD00907,V00907,own_damage,,,589.674735,5.0,1.0,1.25938224,standard,0.01,42.94330473,synthetic
TP00908,V00908,third_party_liability,200.0,1000.0,,0.0,1.0,0.79630462,preferred,0.001,122.8558011,synthetic
OD00908,V00908,own_damage,,,566.445335,5.0,1.0,0.79630462,preferred,0.007,29.47455772,synthetic
TP00909,V00909,third_party_liability,100.0,1000.0,,0.0,1.0,0.9480573,preferred,0.003,80.58391,synthetic
OD00909,V00909,own_damage,,,822.59847,5.0,1.0,0.9480573,preferred,0.007,22.42670323,synthetic
TP00910,V00910,third_party_liability,100.0,1000.0,,0.0,1.0,1.28690065,commercial,0.005,122.5665266,synthetic
OD00910,V00910,own_damage,,,801.124342,5.0,1.0,1.28690065,commercial,0.008,24.865043,synthetic
TP00911,V00911,third_party_liability,400.0,1000.0,,0.0,1.0,0.90918233,standard,0.005,71.14600481,synthetic
OD00911,V00911,own_damage,,,784.497399,5.0,1.0,0.90918233,standard,0.012,22.59453669,synthetic
TP00912,V00912,third_party_liability,400.0,1000.0,,0.0,1.0,1.72450243,commercial,0.008,132.94924506,synthetic
OD00912,V00912,own_damage,,,876.486825,5.0,1.0,1.72450243,commercial,0.008,25.83227887,synthetic
TP00913,V00913,third_party_liability,400.0,1000.0,,0.0,1.0,1.14377443,preferred,0.002,50.78373375,synthetic
OD00913,V00913,own_damage,,,615.560248,5.0,1.0,1.14377443,preferred,0.005,29.45441377,synthetic
TP00914,V00914,third_party_liability,100.0,1000.0,,0.0,1.0,1.30165205,standard,0.006,88.17840966,synthetic
OD00914,V00914,own_damage,,,570.438529,5.0,1.0,1.30165205,standard,0.013,24.78719605,synthetic
TP00915,V00915,third_party_liability,200.0,1000.0,,0.0,1.0,1.40605182,preferred,0.007,92.45158732,synthetic
TP00916,V00916,third_party_liability,100.0,1500.0,,0.0,1.0,1.36585083,preferred,0.004,124.0892499,synthetic
OD00916,V00916,own_damage,,,340.937605,5.0,1.0,1.36585083,preferred,0.01,24.49627217,synthetic
TP00917,V00917,third_party_liability,200.0,1000.0,,0.0,1.0,1.00334518,standard,0.001,83.08865513,synthetic
OD00917,V00917,own_damage,,,538.515218,5.0,1.0,1.00334518,standard,0.012,19.1186171,synthetic
TP00918,V00918,third_party_liability,200.0,1500.0,,0.0,1.0,1.18296927,standard,0.007,98.4559553,synthetic
OD00918,V00918,own_damage,,,250.0,5.0,1.0,1.18296927,standard,0.017,25.74829017,synthetic
TP00919,V00919,third_party_liability,400.0,1000.0,,0.0,1.0,0.77924098,standard,0.004,74.34987462,synthetic
OD00919,V00919,own_damage,,,1037.349259,5.0,1.0,0.77924098,standard,0.004,16.18121138,synthetic
TP00920,V00920,third_party_liability,400.0,1500.0,,0.0,1.0,1.50511608,standard,0.005,63.73575203,synthetic
OD00920,V00920,own_damage,,,1534.692506,5.0,1.0,1.50511608,standard,0.013,24.85836356,synthetic
TP00921,V00921,third_party_liability,100.0,1500.0,,0.0,1.0,0.93223707,standard,0.005,60.13705722,synthetic
OD00921,V00921,own_damage,,,834.593744,5.0,1.0,0.93223707,standard,0.008,17.99502711,synthetic
TP00922,V00922,third_party_liability,200.0,1000.0,,0.0,1.0,0.96998726,standard,0.005,76.11147806,synthetic
OD00922,V00922,own_damage,,,930.960677,5.0,1.0,0.96998726,standard,0.011,26.37423374,synthetic
TP00923,V00923,third_party_liability,400.0,1000.0,,0.0,1.0,1.20723338,standard,0.002,63.74459999,synthetic
TP00924,V00924,third_party_liability,200.0,1500.0,,0.0,1.0,1.06351947,standard,0.003,76.68894381,synthetic
OD00924,V00924,own_damage,,,598.166836,5.0,1.0,1.06351947,standard,0.011,28.88884889,synthetic
TP00925,V00925,third_party_liability,200.0,1000.0,,0.0,1.0,1.00051431,standard,0.004,115.40579392,synthetic
OD00925,V00925,own_damage,,,394.008048,5.0,1.0,1.00051431,standard,0.011,31.09913479,synthetic
TP00926,V00926,third_party_liability,400.0,1000.0,,0.0,1.0,1.01970373,preferred,0.003,51.85908352,synthetic
OD00926,V00926,own_damage,,,841.182752,5.0,1.0,1.01970373,preferred,0.009,18.08832394,synthetic
TP00927,V00927,third_party_liability,100.0,1000.0,,0.0,1.0,0.46140432,standard,0.002,60.53515256,synthetic
TP00928,V00928,third_party_liability,200.0,1000.0,,0.0,1.0,1.16008075,commercial,0.008,122.36462275,synthetic
TP00929,V00929,third_party_liability,400.0,1000.0,,0.0,1.0,1.09965757,standard,0.002,55.26736578,synthetic
TP00930,V00930,third_party_liability,200.0,1500.0,,0.0,1.0,1.45523206,preferred,0.005,50.73163164,synthetic
OD00930,V00930,own_damage,,,404.704348,5.0,1.0,1.45523206,preferred,0.014,26.4149018,synthetic
TP00931,V00931,third_party_liability,200.0,1500.0,,0.0,1.0,1.06794373,standard,0.008,96.79815128,synthetic
OD00931,V00931,own_damage,,,389.91118,5.0,1.0,1.06794373,standard,0.015,30.37463127,synthetic
TP00932,V00932,third_party_liability,200.0,1000.0,,0.0,1.0,0.55477211,standard,0.002,132.62631191,synthetic
OD00932,V00932,own_damage,,,1417.073598,5.0,1.0,0.55477211,standard,0.005,15.64346106,synthetic
TP00933,V00933,third_party_liability,200.0,1000.0,,0.0,1.0,0.67663449,preferred,0.001,35.05153227,synthetic
OD00933,V00933,own_damage,,,1528.159506,5.0,1.0,0.67663449,preferred,0.006,27.9582549,synthetic
TP00934,V00934,third_party_liability,400.0,1000.0,,0.0,1.0,1.21356778,commercial,0.006,45.93415095,synthetic
OD00934,V00934,own_damage,,,955.721109,5.0,1.0,1.21356778,commercial,0.015,18.00114567,synthetic
TP00935,V00935,third_party_liability,200.0,1500.0,,0.0,1.0,0.89997238,standard,0.006,86.58139886,synthetic
OD00935,V00935,own_damage,,,426.835151,5.0,1.0,0.89997238,standard,0.014,23.64899375,synthetic
TP00936,V00936,third_party_liability,100.0,1000.0,,0.0,1.0,2.07681712,standard,0.006,82.56831557,synthetic
OD00936,V00936,own_damage,,,723.866293,5.0,1.0,2.07681712,standard,0.015,35.09471301,synthetic
TP00937,V00937,third_party_liability,100.0,1000.0,,0.0,1.0,0.81244678,preferred,0.007,70.36708916,synthetic
OD00937,V00937,own_damage,,,450.319117,5.0,1.0,0.81244678,preferred,0.013,15.99702502,synthetic
TP00938,V00938,third_party_liability,200.0,1000.0,,0.0,1.0,1.53645539,preferred,0.006,165.07750218,synthetic
OD00938,V00938,own_damage,,,1787.649146,5.0,1.0,1.53645539,preferred,0.015,22.43214441,synthetic
TP00939,V00939,third_party_liability,200.0,1500.0,,0.0,1.0,0.98321124,preferred,0.005,97.02529865,synthetic
OD00939,V00939,own_damage,,,1432.714945,5.0,1.0,0.98321124,preferred,0.015,20.94187857,synthetic
TP00940,V00940,third_party_liability,200.0,1000.0,,0.0,1.0,0.88992795,preferred,0.005,124.79955788,synthetic
OD00940,V00940,own_damage,,,812.264589,5.0,1.0,0.88992795,preferred,0.011,25.0781266,synthetic
TP00941,V00941,third_party_liability,400.0,1500.0,,0.0,1.0,1.37079429,standard,0.007,86.40755028,synthetic
OD00941,V00941,own_damage,,,322.230498,5.0,1.0,1.37079429,standard,0.015,26.76961093,synthetic
TP00942,V00942,third_party_liability,400.0,1000.0,,0.0,1.0,0.77308625,standard,0.003,53.76469405,synthetic
OD00942,V00942,own_damage,,,1663.747474,5.0,1.0,0.77308625,standard,0.009,24.96021695,synthetic
TP00943,V00943,third_party_liability,200.0,1500.0,,0.0,1.0,0.53839291,standard,0.004,47.99122231,synthetic
OD00943,V00943,own_damage,,,382.810253,5.0,1.0,0.53839291,standard,0.008,21.22523013,synthetic
TP00944,V00944,third_party_liability,400.0,1000.0,,0.0,1.0,0.75133195,standard,0.003,112.25801113,synthetic
OD00944,V00944,own_damage,,,512.029501,5.0,1.0,0.75133195,standard,0.006,28.42053124,synthetic
TP00945,V00945,third_party_liability,400.0,1000.0,,0.0,1.0,0.8423472,standard,0.005,136.21517016,synthetic
OD00945,V00945,own_damage,,,1204.995217,5.0,1.0,0.8423472,standard,0.007,22.38914613,synthetic
TP00946,V00946,third_party_liability,200.0,1000.0,,0.0,1.0,0.76277074,preferred,0.002,134.02114593,synthetic
TP00947,V00947,third_party_liability,100.0,1500.0,,0.0,1.0,0.60929543,standard,0.001,24.68073999,synthetic
OD00947,V00947,own_damage,,,710.080196,5.0,1.0,0.60929543,standard,0.005,26.49444719,synthetic
TP00948,V00948,third_party_liability,400.0,1000.0,,0.0,1.0,1.26822374,standard,0.005,55.93646303,synthetic
OD00948,V00948,own_damage,,,676.698731,5.0,1.0,1.26822374,standard,0.016,24.82267568,synthetic
TP00949,V00949,third_party_liability,200.0,1000.0,,0.0,1.0,1.27673598,standard,0.005,64.21433915,synthetic
OD00949,V00949,own_damage,,,1302.683279,5.0,1.0,1.27673598,standard,0.008,19.2250065,synthetic
TP00950,V00950,third_party_liability,200.0,1500.0,,0.0,1.0,1.35206152,standard,0.007,128.17295769,synthetic
TP00951,V00951,third_party_liability,200.0,1000.0,,0.0,1.0,0.59935249,standard,0.002,199.83142242,synthetic
OD00951,V00951,own_damage,,,604.996514,5.0,1.0,0.59935249,standard,0.006,35.02164941,synthetic
TP00952,V00952,third_party_liability,100.0,1000.0,,0.0,1.0,1.12587798,standard,0.0,0.0,synthetic
OD00952,V00952,own_damage,,,787.049166,5.0,1.0,1.12587798,standard,0.001,18.30564421,synthetic
TP00953,V00953,third_party_liability,100.0,1500.0,,0.0,1.0,0.77119422,preferred,0.003,81.74482527,synthetic
TP00954,V00954,third_party_liability,100.0,1500.0,,0.0,1.0,0.8041084,preferred,0.003,107.62224983,synthetic
TP00955,V00955,third_party_liability,200.0,1000.0,,0.0,1.0,0.80097788,preferred,0.001,103.64303815,synthetic
OD00955,V00955,own_damage,,,296.695338,5.0,1.0,0.80097788,preferred,0.007,29.18331373,synthetic
TP00956,V00956,third_party_liability,200.0,1000.0,,0.0,1.0,1.16529563,standard,0.007,52.43358389,synthetic
TP00957,V00957,third_party_liability,200.0,1000.0,,0.0,1.0,0.6478737,standard,0.003,79.15055109,synthetic
TP00958,V00958,third_party_liability,100.0,1000.0,,0.0,1.0,1.0023005,preferred,0.005,61.87487329,synthetic
OD00958,V00958,own_damage,,,337.755905,5.0,1.0,1.0023005,preferred,0.013,38.76953193,synthetic
TP00959,V00959,third_party_liability,400.0,1000.0,,0.0,1.0,0.59348644,preferred,0.001,20.48305536,synthetic
OD00959,V00959,own_damage,,,1099.601946,5.0,1.0,0.59348644,preferred,0.007,42.34508041,synthetic
TP00960,V00960,third_party_liability,200.0,1000.0,,0.0,1.0,0.91539051,standard,0.005,88.87364728,synthetic
OD00960,V00960,own_damage,,,1106.10145,5.0,1.0,0.91539051,standard,0.012,44.78139117,synthetic
TP00961,V00961,third_party_liability,200.0,1500.0,,0.0,1.0,0.68385103,commercial,0.002,156.3587471,synthetic
OD00961,V00961,own_damage,,,524.797425,5.0,1.0,0.68385103,commercial,0.005,24.61161123,synthetic
TP00962,V00962,third_party_liability,100.0,1000.0,,0.0,1.0,1.05150566,preferred,0.002,21.85326683,synthetic
OD00962,V00962,own_damage,,,466.264565,5.0,1.0,1.05150566,preferred,0.006,39.7066735,synthetic
TP00963,V00963,third_party_liability,200.0,1500.0,,0.0,1.0,1.09518297,preferred,0.003,41.55175591,synthetic
OD00963,V00963,own_damage,,,1196.574477,5.0,1.0,1.09518297,preferred,0.007,20.3332306,synthetic
TP00964,V00964,third_party_liability,400.0,1000.0,,0.0,1.0,0.83242276,standard,0.003,84.44529585,synthetic
OD00964,V00964,own_damage,,,250.0,5.0,1.0,0.83242276,standard,0.007,46.70420299,synthetic
TP00965,V00965,third_party_liability,200.0,1500.0,,0.0,1.0,0.50706988,preferred,0.0,0.0,synthetic
OD00965,V00965,own_damage,,,984.476946,5.0,1.0,0.50706988,preferred,0.002,4.57685641,synthetic
TP00966,V00966,third_party_liability,200.0,1500.0,,0.0,1.0,0.80270822,standard,0.003,15.77018165,synthetic
OD00966,V00966,own_damage,,,957.070806,5.0,1.0,0.80270822,standard,0.01,38.04785325,synthetic
TP00967,V00967,third_party_liability,200.0,1500.0,,0.0,1.0,1.24511399,commercial,0.007,176.39082541,synthetic
OD00967,V00967,own_damage,,,525.99976,5.0,1.0,1.24511399,commercial,0.015,21.69468204,synthetic
TP00968,V00968,third_party_liability,100.0,1500.0,,0.0,1.0,0.85164586,standard,0.003,29.02216005,synthetic
OD00968,V00968,own_damage,,,327.202541,5.0,1.0,0.85164586,standard,0.01,24.5726106,synthetic
TP00969,V00969,third_party_liability,200.0,1500.0,,0.0,1.0,1.03525833,preferred,0.001,37.15498685,synthetic
TP00970,V00970,third_party_liability,200.0,1000.0,,0.0,1.0,1.10769468,preferred,0.003,386.5908513,synthetic
OD00970,V00970,own_damage,,,364.714609,5.0,1.0,1.10769468,preferred,0.009,28.92049453,synthetic
TP00971,V00971,third_party_liability,400.0,1000.0,,0.0,1.0,1.26430829,standard,0.002,152.34597226,synthetic
OD00971,V00971,own_damage,,,286.9728,5.0,1.0,1.26430829,standard,0.009,25.88569127,synthetic
TP00972,V00972,third_party_liability,400.0,1500.0,,0.0,1.0,0.72083857,standard,0.004,60.9277467,synthetic
OD00972,V00972,own_damage,,,573.949686,5.0,1.0,0.72083857,standard,0.014,26.70249127,synthetic
TP00973,V00973,third_party_liability,400.0,1000.0,,0.0,1.0,1.04794508,standard,0.003,60.65272028,synthetic
TP00974,V00974,third_party_liability,100.0,1000.0,,0.0,1.0,1.66675484,standard,0.006,91.99713206,synthetic
OD00974,V00974,own_damage,,,1777.160465,5.0,1.0,1.66675484,standard,0.015,18.28882615,synthetic
TP00975,V00975,third_party_liability,400.0,1500.0,,0.0,1.0,1.29009644,preferred,0.004,60.13560622,synthetic
OD00975,V00975,own_damage,,,1425.051724,5.0,1.0,1.29009644,preferred,0.01,28.37045031,synthetic
TP00976,V00976,third_party_liability,200.0,1000.0,,0.0,1.0,1.40938704,standard,0.011,68.93328014,synthetic
OD00976,V00976,own_damage,,,773.254187,5.0,1.0,1.40938704,standard,0.014,28.22413559,synthetic
TP00977,V00977,third_party_liability,200.0,1500.0,,0.0,1.0,1.14048415,commercial,0.004,76.32402476,synthetic
OD00977,V00977,own_damage,,,303.09963,5.0,1.0,1.14048415,commercial,0.008,24.29070181,synthetic
TP00978,V00978,third_party_liability,100.0,1000.0,,0.0,1.0,0.89867586,standard,0.002,129.20236631,synthetic
TP00979,V00979,third_party_liability,200.0,1000.0,,0.0,1.0,0.79727002,standard,0.005,74.02509897,synthetic
OD00979,V00979,own_damage,,,501.625707,5.0,1.0,0.79727002,standard,0.012,22.71595921,synthetic
TP00980,V00980,third_party_liability,100.0,1000.0,,0.0,1.0,1.3528558,commercial,0.004,49.2619319,synthetic
OD00980,V00980,own_damage,,,644.617966,5.0,1.0,1.3528558,commercial,0.013,23.47645966,synthetic
TP00981,V00981,third_party_liability,200.0,1500.0,,0.0,1.0,1.2085073,standard,0.005,53.15694076,synthetic
TP00982,V00982,third_party_liability,100.0,1000.0,,0.0,1.0,1.19281615,standard,0.004,34.94411499,synthetic
TP00983,V00983,third_party_liability,200.0,1000.0,,0.0,1.0,1.14981145,standard,0.002,107.26054782,synthetic
TP00984,V00984,third_party_liability,400.0,1000.0,,0.0,1.0,0.65547836,standard,0.002,33.90402018,synthetic
TP00985,V00985,third_party_liability,400.0,1000.0,,0.0,1.0,0.97537894,standard,0.004,70.30789877,synthetic
TP00986,V00986,third_party_liability,200.0,1000.0,,0.0,1.0,0.99885619,standard,0.003,43.40414755,synthetic
OD00986,V00986,own_damage,,,1032.761437,5.0,1.0,0.99885619,standard,0.007,25.24341472,synthetic
TP00987,V00987,third_party_liability,200.0,1500.0,,0.0,1.0,0.79374052,standard,0.001,104.10556017,synthetic
TP00988,V00988,third_party_liability,200.0,1000.0,,0.0,1.0,1.56138703,standard,0.006,81.76892524,synthetic
TP00989,V00989,third_party_liability,200.0,1000.0,,0.0,1.0,0.98027754,standard,0.005,101.38058123,synthetic
OD00989,V00989,own_damage,,,747.555207,5.0,1.0,0.98027754,standard,0.008,19.90527057,synthetic
TP00990,V00990,third_party_liability,200.0,1000.0,,0.0,1.0,1.16169005,preferred,0.006,129.79590895,synthetic
TP00991,V00991,third_party_liability,400.0,1500.0,,0.0,1.0,0.96793192,preferred,0.002,84.18473011,synthetic
OD00991,V00991,own_damage,,,361.434423,5.0,1.0,0.96793192,preferred,0.005,18.89716883,synthetic
TP00992,V00992,third_party_liability,100.0,1500.0,,0.0,1.0,2.14062667,standard,0.012,36.9368769,synthetic
OD00992,V00992,own_damage,,,1210.067439,5.0,1.0,2.14062667,standard,0.017,30.19705877,synthetic
TP00993,V00993,third_party_liability,400.0,1500.0,,0.0,1.0,0.88568764,standard,0.004,45.56039608,synthetic
OD00993,V00993,own_damage,,,955.443802,5.0,1.0,0.88568764,standard,0.012,23.46388576,synthetic
