month_id,accident_count,at_fault_own_damage_claim_count,injured_party_excess_own_damage_claim_count,third_party_liability_claim_count,total_claim_count,own_damage_paid_million_toman,third_party_property_paid_million_toman,third_party_bodily_paid_million_toman,total_insurer_paid_loss_million_toman,uncovered_property_excess_million_toman,source_row_number,source_sha256,critical_checks_pass
M0250,95,66,1,41,108,1935.1311450376543,2832.6654364833275,988.8475574123073,5756.6441389332895,33.37787213822196,250,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0251,80,60,2,40,102,1491.628086235097,2614.1237763352856,476.60096482203596,4582.3528273924185,452.35908108135993,251,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0252,108,80,0,36,116,2214.426236458009,1858.9368669411506,833.8036170480617,4907.166720447221,132.52361223961358,252,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0253,94,65,0,40,105,1392.14143736452,2579.567557098766,1252.6517118367756,5224.360706300062,51.612820067086986,253,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0254,100,66,0,38,104,1850.9009175908238,2667.656675513672,242.07656843488942,4760.634161539386,171.5874317024577,254,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0255,87,57,0,27,84,1570.693226685785,1673.6335527910426,1019.9584028096583,4264.285182286486,279.21047715613764,255,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0256,91,65,0,34,99,1693.3562598674046,2232.9362819274984,654.9593071958215,4581.251848990724,172.09582212855895,256,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0257,114,83,2,43,128,2192.9308531203915,2553.5122226287426,882.47946280467,5628.922538553804,178.8009914147037,257,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0258,93,62,0,36,98,1584.3093209478761,2244.651660638228,866.2206024930972,4695.1815840792015,93.70703088253515,258,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0259,94,73,0,43,116,1962.4373305352424,2527.200346310715,1195.6391406559278,5685.2768175018855,71.26158042630902,259,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0260,106,72,1,42,115,2123.454097940609,1953.781081513356,1312.7007925274268,5389.935971981391,113.91985205739854,260,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0261,91,69,0,40,109,2099.910762772783,2425.9861170407876,972.6111790848167,5498.508058898387,46.58754360437058,261,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0262,87,62,0,30,92,1563.4041906026462,2281.9711690603817,533.3617850402653,4378.737144703293,54.60787676684109,262,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0263,100,69,0,38,107,2152.054134438256,2749.509771987239,584.1269164613475,5485.690822886843,431.54838914238877,263,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0264,107,67,1,37,105,1987.2898796309755,2473.3706225236,782.495372710823,5243.155874865399,881.2747197711676,264,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0265,99,62,0,40,102,1598.3167171269522,2746.2783013649414,930.1298894868673,5274.724907978762,10.875319293447532,265,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0266,101,70,0,33,103,2050.18176213319,2098.9092520789554,1076.7407420692055,5225.831756281351,80.14375250940942,266,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0267,95,69,0,47,116,2167.158495686263,2661.639809408303,1193.457443482152,6022.255748576717,87.12201185830057,267,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0268,105,74,0,40,114,1881.5791395906283,2268.827689813244,476.78244200534846,4627.189271409221,48.666284199068656,268,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0269,88,64,0,33,97,1947.1968733208953,1911.8803508530189,568.1262762276906,4427.203500401605,59.34262081849903,269,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0270,110,83,0,42,125,2253.5056765295753,2641.1281363114467,1019.5239990865456,5914.157811927568,223.01391066024362,270,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0271,118,84,1,54,139,2596.4785301008724,2798.6373640045495,931.9372054378392,6327.053099543261,140.79075080832337,271,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0272,111,75,0,55,130,2527.6787788652086,3016.5405695194295,1234.5676387683181,6778.7869871529565,266.93173574323686,272,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0273,103,69,0,42,111,2018.0558045429862,2532.81856089854,277.51260041355346,4828.38696585508,326.1938789355067,273,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0274,111,80,2,43,125,2871.7012420011133,2677.6912525497614,308.8017500398432,5858.194244590719,110.74216020037221,274,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0275,97,61,0,45,106,2075.1034955045393,2545.085179375084,615.6659320945254,5235.854606974149,15.588481511534468,275,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0276,104,78,0,34,112,1862.8556571779864,2028.6433736365339,1559.2909156701226,5450.789946484643,0.0,276,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0277,94,66,0,36,102,1635.511696081779,1843.4697841194704,830.8458332186859,4309.827313419935,27.526602557928967,277,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0278,105,71,1,54,126,1822.507875761837,2981.3113118604683,554.4085220642144,5358.22770968652,148.51320189179717,278,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0279,106,79,1,35,115,2152.168707483679,1874.1515851354861,205.9247688427394,4232.245061461905,17.580072209777924,279,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0280,104,79,0,38,117,1878.0506965332763,1968.2619312617294,1016.6076788062207,4862.920306601227,359.3524214011113,280,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0281,107,80,0,47,127,2149.9897571117644,2584.8460774205982,1046.181264530047,5781.01709906241,152.90622446012796,281,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0282,100,81,1,41,123,1833.9194231258712,2596.3715451958715,1452.0684556066017,5882.359423928344,114.76884524228579,282,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0283,87,55,1,43,99,1443.3904918034048,2575.088652764789,1474.0263672490853,5492.5055118172795,124.06108229223537,283,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0284,85,55,1,29,85,1258.7313749687476,1779.710049983645,459.43509229917436,3497.876517251567,140.60198074460368,284,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0285,90,63,0,35,98,1712.6155234918995,2050.1610207549966,502.03364895739594,4264.810193204292,131.99542401325195,285,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0286,96,65,1,50,116,1679.512239889477,2938.0812441449257,1442.867155630203,6060.460639664605,211.63877584313508,286,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0287,99,71,0,42,113,2065.1936129726323,2166.081169382475,707.2832020807023,4938.557984435809,130.36852761837963,287,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0288,92,65,0,47,112,2117.460672968241,3211.7249996365395,1413.5913509534323,6742.777023558213,482.3096720107604,288,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0289,90,67,0,33,100,1980.865789262007,1654.0712714289393,610.2836381681796,4245.220698859126,0.0,289,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0290,97,70,0,32,102,1787.0034316617985,2109.14188079378,1410.6670983334525,5306.812410789031,278.1901444069839,290,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0291,102,78,0,43,121,1818.340398066813,2642.490834696103,1340.559994205806,5801.391226968722,176.48854166082305,291,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0292,95,57,0,45,102,1574.4168411987278,2885.4211972908583,344.3844474696835,4804.22248595927,177.06480577566063,292,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0293,114,72,0,46,118,2055.0329332917686,3654.3766010836803,829.2270970039317,6538.636631379381,330.1751273410576,293,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0294,108,75,0,46,121,1844.226996129073,2814.1939091941717,747.1201150248006,5405.541020348045,278.89709717707694,294,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0295,95,66,1,42,109,1657.4490142154466,2857.7649278981467,1589.3459183977595,6104.559860511353,170.15340068128492,295,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0296,97,76,2,37,115,2254.536343681736,2431.5972012775983,622.0608052768872,5308.194350236222,712.8582877823039,296,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0297,115,79,0,56,135,2206.8011897660926,3514.194561834001,1511.7314954266824,7232.727247026776,348.3896294926316,297,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0298,100,70,2,41,113,2192.904527604587,2026.7598243976552,672.2524378316638,4891.9167898339065,0.0,298,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0299,116,86,0,49,135,2171.1287677530204,3820.5868145852633,622.8266587842239,6614.542241122507,212.6775043015454,299,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0300,105,73,0,33,106,2253.499978710939,2644.1039393278656,840.2295892853773,5737.833507324182,28.299243749388296,300,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0301,99,73,0,39,112,1923.4802050063663,2495.0564455230397,792.852979008474,5211.38962953788,1079.1886586686214,301,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0302,90,65,0,35,100,1852.8994837736589,2645.0482764368858,728.1676883435038,5226.115448554048,3.993207205536123,302,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0303,115,83,0,38,121,2318.196358399434,2766.0122908054163,881.5575226574651,5965.766171862315,359.0672895435437,303,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0304,68,50,0,28,78,1369.7803171159483,1448.1295882748439,715.4480301548651,3533.3579355456573,8.276429636342101,304,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0305,111,86,1,45,132,3334.4423118902346,2888.5595528426697,552.5561894537174,6775.558054186622,285.63857941722483,305,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0306,103,72,0,52,124,2086.50614149603,2757.6171987161424,629.1264451213417,5473.249785333514,33.68710516776747,306,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0307,108,83,1,48,132,2520.795220242851,3469.5162836301834,881.4010635232271,6871.712567396261,890.8451385631461,307,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0308,102,68,0,47,115,1620.3871957062192,2731.9238237677105,1100.18263980558,5452.493659279509,65.39013348818675,308,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0309,96,68,0,40,108,1987.5717332792258,2896.3374149163474,1196.8070982673403,6080.716246462913,210.1855190507764,309,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0310,102,75,0,41,116,2260.7606386375314,2954.654340742449,593.1926150042184,5808.607594384199,230.09645517598648,310,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0311,108,81,0,49,130,2173.5844426525186,3024.0411327709853,1426.1352388290509,6623.760814252555,54.730211967509234,311,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0312,111,69,0,48,117,1864.585848478163,2636.18257802869,1280.1281997190065,5780.896626225859,50.673879706802836,312,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0313,98,61,0,32,93,1654.1387683573805,2220.2660640949475,313.09615255436734,4187.500985006695,123.88214023013785,313,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0314,101,72,0,42,114,1771.4474866752653,2818.067082775915,1118.9004629876788,5708.415032438859,0.0,314,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0315,116,84,0,52,136,2207.352803988493,3431.003903937981,1016.8374594191095,6655.194167345583,496.5308023468962,315,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0316,86,58,2,40,100,1409.2153166492153,2746.078477266616,725.4198582417572,4880.7136521575885,342.6758602347427,316,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0317,110,85,1,40,126,2073.8248068088387,2703.6003274543223,1234.5143861835575,6011.939520446719,410.67192831529417,317,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0318,104,71,1,34,106,2317.2747956052003,1978.4785211802252,991.6609068776363,5287.414223663061,97.77052522323905,318,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0319,93,68,0,32,100,1993.671587673727,2337.910926626818,801.7081758992097,5133.290690199755,118.08189586584211,319,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0320,87,55,0,31,86,1230.3595734214405,1926.0966929438891,351.3285232279128,3507.7847895932423,179.9364929016974,320,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0321,109,68,0,50,118,2047.5658119671846,2743.794590695504,1006.211433329665,5797.571835992354,207.38938223866145,321,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0322,88,65,0,41,106,1856.6289496386987,2967.1199021096145,723.8644266264166,5547.61327837473,554.3847054932041,322,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0323,100,67,0,39,106,1554.6511995718374,1951.0753621412357,957.2957436537843,4463.022305366858,254.83618798612974,323,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0324,97,76,0,43,119,1917.319620736083,3167.0763715360913,682.0924940230493,5766.488486295224,377.2199552939578,324,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0325,106,74,0,44,118,1944.048188937945,2833.9355173877566,954.1982322755956,5732.181938601298,230.41573761184264,325,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0326,92,62,0,39,101,1634.115771111855,2508.332032466044,462.03501256468905,4604.4828161425885,118.6040695323112,326,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0327,98,67,0,34,101,1816.0861839701108,1910.5958278938485,1238.2129446922584,4964.894956556218,553.3548259527054,327,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0328,83,63,0,41,104,1561.7592686421801,3018.006607921737,379.7516869620407,4959.5175635259575,66.48504517775429,328,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0329,111,66,0,43,109,1623.1712609554977,2338.2162417018026,1855.0030084402488,5816.390511097549,0.0,329,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0330,92,60,0,41,101,1520.5743422244636,2923.293277851915,761.5428795520342,5205.410499628412,610.8964750337389,330,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0331,112,82,0,41,123,2158.434162000209,2537.113423372717,589.1878651715779,5284.735450544504,36.80733061743487,331,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0332,86,66,0,38,104,1926.6367977000737,2495.0877144152823,1123.089002902009,5544.813515017365,139.57934880752364,332,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0333,97,65,0,37,102,1685.2594346289075,2447.138534873799,555.0985551435067,4687.496524646213,96.90894729343592,333,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0334,95,63,0,46,109,1758.989431584804,3241.25935853394,289.1332452447584,5289.382035363503,402.59044583716053,334,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0335,99,74,0,38,112,1780.9093783613966,2120.3050492820507,849.483049504339,4750.697477147786,47.541132639797524,335,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0336,109,90,0,43,133,2231.2178235047295,2387.479048911543,1324.9178680149926,5943.614740431265,17.04700533169104,336,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0337,105,78,1,37,116,2400.052279707481,2243.0622791248065,553.2030719866117,5196.317630818899,8.540150052521838,337,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0338,101,72,0,42,114,1984.4125271025791,2916.269750030029,720.1311946590617,5620.813471791669,445.8711397060617,338,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0339,101,66,1,41,108,1931.957425254118,2644.1150568608564,211.75797509373717,4787.830457208712,59.31398135842136,339,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0340,86,63,2,33,98,1863.1305371371188,2342.1587970504897,714.104966060605,4919.394300248214,177.73922367029965,340,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0341,122,83,1,49,133,2095.6611038953274,3201.067181548236,707.7543562505632,6004.482641694127,250.26481195387862,341,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0342,91,66,0,27,93,1867.5254749024366,1469.81360434037,917.4989065232555,4254.837985766062,141.78644415367015,342,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0343,95,68,0,42,110,1851.7014736681242,2913.180920116391,489.7022687593856,5254.584662543901,43.409497479869785,343,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0344,93,63,0,35,98,1855.9048853485483,2197.9256851182645,859.988535230867,4913.819105697679,494.3766457344607,344,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0345,98,74,1,36,111,1868.2802056555433,2162.092011942382,681.0012951201452,4711.373512718071,2.0262442911812713,345,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0346,101,74,0,32,106,1854.0942524562777,1568.6351319549326,896.6615027796003,4319.390887190811,75.83066188839325,346,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0347,114,79,1,44,124,2356.2514102761575,3700.734381336372,1165.5012809865707,7222.4870725991,57.684398399658676,347,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0348,105,67,2,38,107,1825.7624122568227,2918.625166670389,937.5223386381819,5681.909917565394,43.884948079915986,348,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0349,91,55,2,39,96,1663.1653284785846,2777.491186777358,1191.846536318156,5632.503051574098,43.48600033964631,349,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0350,115,79,0,45,124,2261.8288547728002,2340.0728869135796,861.3374046993802,5463.23914638576,468.36090522336684,350,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0351,105,64,0,46,110,1750.8946830291932,2840.3853146356823,1575.2796102985462,6166.5596079634215,18.87795338285939,351,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0352,103,71,0,38,109,2048.5708633009417,2281.292168643564,918.063857693936,5247.926889638442,2.662167905277073,352,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0353,93,69,0,40,109,1921.3618451933316,2778.4012651532767,1159.484159844771,5859.247270191379,136.335893953457,353,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0354,86,52,2,35,89,1659.1704150088274,2019.3151455378863,1459.5793827323494,5138.064943279063,253.83962718769988,354,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0355,98,63,0,40,103,1634.9490643828417,2509.062195464371,1072.735432615651,5216.746692462864,0.0,355,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0356,106,79,3,50,132,2479.2789066455284,3422.252851579624,1297.580586223716,7199.112344448868,461.34538376484545,356,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0357,109,82,0,40,122,2354.985688882155,2400.1961930912553,874.1155064328448,5629.297388406256,372.9741567199011,357,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0358,104,75,0,43,118,1992.3480280872432,2344.9795575759604,1259.8825105386709,5597.210096201874,285.3988293767933,358,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0359,92,66,0,45,111,1973.081899283112,3064.610948946299,666.2356921300034,5703.928540359414,39.71215464493085,359,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0360,99,76,0,37,113,2056.095780448983,2908.244353088577,710.8574149045521,5675.197548442113,238.12783973502215,360,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0361,80,54,0,32,86,1216.4926830012073,2375.138252163362,1032.8278344000998,4624.458769564669,275.6278352089544,361,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0362,86,69,0,33,102,1956.155365416567,1757.0008238028374,1406.6644845745554,5119.82067379396,0.0,362,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0363,110,78,0,44,122,1763.7275928778447,2591.8862349653377,664.2586511486187,5019.8724789918015,15.849681105324109,363,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0364,99,62,0,35,97,1486.6726584954804,2133.5867710895973,1508.434915984522,5128.6943455696,332.96379779210974,364,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0365,93,71,0,39,110,1990.5698759667557,2721.484484415999,667.4052081599729,5379.4595685427275,0.0,365,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0366,89,65,1,32,98,2004.0477456386095,2062.7265493935506,1103.0709871073,5169.84528213946,95.90064924974186,366,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0367,108,68,1,45,114,1712.9007539537286,3212.7212861450485,1968.49385755101,6894.115897649786,226.97593608306153,367,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0368,105,70,0,49,119,1939.1476634355836,3425.882948197505,717.3038683009753,6082.334479934064,836.103764953775,368,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0369,90,64,0,41,105,1760.5752811592372,2579.873896785178,596.7636006705334,4937.212778614949,105.76700121277207,369,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0370,84,63,1,27,91,1673.0976024428574,1794.2966684375574,288.0112702589387,3755.4055411393533,244.1879606454462,370,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0371,93,62,0,38,100,1467.6493338722291,2401.6864945310626,857.1394567902092,4726.475285193501,453.74477410429444,371,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0372,101,78,0,51,129,2137.0140330041595,3249.353515965881,797.4777610187224,6183.845309988762,368.39484304371524,372,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0373,109,81,0,46,127,2111.4721419861175,2803.971773243348,965.2864034944604,5880.730318723926,485.9732726610635,373,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0374,106,81,1,47,129,2017.6007920647946,2934.9396488818365,594.648343083958,5547.188784030589,199.3131899574778,374,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0375,111,78,1,46,125,2042.0768650880277,3071.923115716001,1529.4845166041903,6643.484497408219,330.6580703655434,375,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0376,99,66,0,43,109,1688.2912241553722,3106.333806766516,1177.5137325513401,5972.138763473229,365.67776219431767,376,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0377,92,57,0,45,102,1736.0650623598333,2752.9941338750637,951.3992802649882,5440.458476499885,82.9581324164045,377,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
