month_id,Total_Accidents,Own_Damage_Accidents,Third_Party_Accidents,Total_Loss_Cases,Mean_Own_Damage_Severity,Mean_Third_Party_Severity,Total_Own_Damage_Amount,Total_Third_Party_Amount,Total_Payout_Amount,source_row_number,source_sha256,critical_checks_pass
M0248,90,64,47,2,55426.315507616055,209645.56580400528,3547284.1924874275,9853341.592788247,13400625.785275675,248,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0249,115,75,42,4,8383.216884568743,231087.32073331325,628741.2663426558,9705667.470799156,10334408.73714181,249,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0250,105,78,38,5,26810.681182542703,64515.0577589464,2091233.1322383308,2451572.194839963,4542805.327078294,250,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0251,90,62,40,2,13820.147094028865,53681.88492185665,856849.1198297896,2147275.3968742657,3004124.5167040555,251,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0252,89,66,37,9,18978.258845547076,54725.18059343339,1252565.083806107,2024831.6819570353,3277396.765763142,252,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0253,89,64,42,3,26517.681902622968,120721.48533047455,1697131.64176787,5070302.383879931,6767434.0256478,253,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0254,86,56,28,4,19387.194501096605,131993.42236897873,1085682.8920614098,3695815.8263314045,4781498.7183928145,254,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0255,91,67,42,2,25292.82223600277,72711.35684805628,1694619.0898121854,3053876.987618364,4748496.077430549,255,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0256,100,69,35,2,32984.14015697973,89415.88242369618,2275905.6708316016,3129555.884829366,5405461.555660968,256,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0257,104,63,33,8,26284.79936921755,85690.90651467854,1655942.3602607057,2827799.914984392,4483742.2752450975,257,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0258,80,57,34,7,14941.50541250103,77145.68813578779,851665.8085125587,2622953.396616785,3474619.2051293436,258,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0259,110,76,53,1,15100.456223415236,100932.23493563259,1147634.672979558,5349408.451588527,6497043.124568085,259,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0260,90,60,34,2,9285.198220546245,79409.08177604318,557111.8932327747,2699908.780385468,3257020.673618243,260,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0261,96,65,36,3,13195.72010444794,67860.41280734044,857721.8067891161,2442974.861064256,3300696.667853372,261,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0262,103,75,44,5,71484.86422694227,55712.19303237043,5361364.8170206705,2451336.4934242987,7812701.31044497,262,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0263,99,69,40,1,13695.161243765751,86218.03707464326,944966.1258198369,3448721.4829857303,4393687.608805567,263,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0264,73,53,23,6,10764.109800753946,64623.45227733338,570497.8194399591,1486339.4023786678,2056837.2218186269,264,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0265,106,80,40,3,26687.66405219312,57496.71523845852,2135013.1241754494,2299868.609538341,4434881.733713791,265,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0266,100,73,40,4,20615.142229227906,95555.74415361627,1504905.3827336372,3822229.7661446505,5327135.1488782875,266,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0267,85,76,30,2,19587.44459147134,80580.29075610208,1488645.7889518219,2417408.7226830623,3906054.5116348844,267,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0268,101,76,46,1,51299.053456447065,151416.30256309293,3898728.0626899768,6965149.917902275,10863877.98059225,268,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0269,93,68,35,3,30622.061901516256,53751.09544275891,2082300.2093031055,1881288.3404965617,3963588.549799667,269,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0270,91,66,47,5,16026.585899472788,76022.27540728898,1057754.669365204,3573046.944142582,4630801.613507786,270,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0271,103,68,34,5,17074.039814474705,55926.330020605805,1161034.70738428,1901495.2207005974,3062529.9280848773,271,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0272,109,81,39,1,16292.303406921099,127440.81263576486,1319676.5759606091,4970191.69279483,6289868.268755439,272,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0273,83,50,30,8,37229.01736737802,52140.64562668588,1861450.868368901,1564219.3688005763,3425670.237169477,273,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0274,102,72,42,1,18308.329923286026,76635.21104639102,1318199.7544765938,3218678.863948423,4536878.618425017,274,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0275,98,66,45,5,7510.87987634707,93536.85317389338,495718.0718389067,4209158.392825202,4704876.464664109,275,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0276,93,61,37,3,21397.04682722404,59583.22304049645,1305219.8564606665,2204579.2524983687,3509799.108959035,276,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0277,104,79,43,5,8758.53908867312,171549.36271021387,691924.5880051765,7376622.596539197,8068547.184544373,277,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0278,96,69,38,3,81677.8688507546,106999.50976948031,5635772.950702067,4065981.3712402517,9701754.321942318,278,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0279,103,71,44,0,12339.974755252202,57491.06169556781,876138.2076229063,2529606.7146049836,3405744.9222278898,279,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0280,85,54,34,2,19987.875441593555,50151.62284151561,1079345.273846052,1705155.1766115306,2784500.4504575823,280,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0281,92,61,40,2,25717.362869910638,57557.66670586048,1568759.1350645488,2302306.668234419,3871065.803298968,281,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0282,90,53,32,6,18523.678351905037,57062.852440114744,981754.9526509669,1826011.2780836718,2807766.230734639,282,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0283,83,55,28,3,18508.433260571623,120880.72207194973,1017963.8293314392,3384660.2180145923,4402624.047346031,283,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0284,86,61,40,5,28370.25090237176,195976.27837402656,1730585.3050446773,7839051.134961062,9569636.44000574,284,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0285,110,80,37,4,55035.272414033054,51482.42918698691,4402821.793122645,1904849.8799185157,6307671.67304116,285,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0286,89,60,38,5,34909.191807641444,64518.547406356905,2094551.5084584868,2451704.8014415624,4546256.309900049,286,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0287,118,86,39,5,53482.4224811065,68713.53233500017,4599488.333375159,2679827.7610650067,7279316.094440166,287,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0288,102,73,40,10,11754.9362195382,51988.84520349306,858110.3440262886,2079553.8081397223,2937664.152166011,288,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0289,108,78,44,1,26646.619671474626,60438.49241815835,2078436.3343750208,2659293.666398967,4737730.000773988,289,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0290,95,66,43,2,24176.772356298952,58240.177055087894,1595666.975515731,2504327.6133687794,4099994.58888451,290,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0291,100,78,42,7,27191.365988660844,67980.43073144137,2120926.5471155457,2855178.0907205376,4976104.637836084,291,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0292,86,58,39,9,50298.93497383905,77088.2128790785,2917338.228482665,3006440.302284062,5923778.530766727,292,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0293,94,66,36,12,19293.5574854977,81311.39308890096,1273374.794042848,2927210.1512004347,4200584.945243282,293,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0294,88,55,28,9,17269.51314702873,53029.359355771965,949823.2230865802,1484822.061961615,2434645.285048195,294,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0295,101,67,39,2,30345.043702331277,97765.31076050698,2033117.9280561956,3812847.119659772,5845965.0477159675,295,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0296,95,57,35,6,7578.559063942732,78726.38778443306,431977.86664473574,2755423.572455157,3187401.439099893,296,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0297,95,62,35,2,19108.504381746578,120491.96833653268,1184727.271668288,4217218.891778644,5401946.163446932,297,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0298,92,62,41,3,20322.448397336113,63476.84737087699,1259991.800634839,2602550.7422059565,3862542.5428407956,298,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0299,108,66,51,2,12680.04567629055,122649.86939052111,836883.0146351763,6255143.3389165765,7092026.353551753,299,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0300,99,71,30,0,41532.6609201972,111644.02965120063,2948818.9253340014,3349320.889536019,6298139.81487002,300,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0301,95,71,41,9,11645.275142874647,62979.912287704676,826814.5351441,2582176.403795892,3408990.938939992,301,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0302,86,57,35,2,20302.030222337908,60580.65571676594,1157215.7226732608,2120322.950086808,3277538.6727600684,302,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0303,120,79,48,4,26262.420951058273,147249.34025550977,2074731.2551336037,7067968.332264469,9142699.587398073,303,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0304,81,65,35,5,49616.113895913346,82629.00079586082,3225047.4032343673,2892015.0278551285,6117062.431089496,304,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0305,102,76,43,5,21887.394118979766,143426.68988863972,1663441.9530424622,6167347.665211508,7830789.6182539705,305,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0306,87,59,36,4,38626.43464708735,94612.82443617927,2278959.6441781535,3406061.679702454,5685021.323880607,306,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0307,90,59,36,3,33535.41214206343,72816.78519872451,1978589.3163817425,2621404.267154082,4599993.583535825,307,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0308,89,62,44,4,23720.016143596127,52524.2874528432,1470641.0009029598,2311068.6479251008,3781709.6488280604,308,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0309,105,81,46,3,11456.264245258993,57389.088060429785,927957.4038659785,2639898.05077977,3567855.4546457487,309,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0310,96,62,42,7,9313.790995394,200237.0529976977,577455.041714428,8409956.225903302,8987411.26761773,310,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0311,97,72,31,18,23479.975743047078,58320.181520616134,1690558.2534993896,1807925.6271391,3498483.8806384895,311,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0312,98,71,40,5,15904.889802194602,51996.7155454371,1129247.1759558169,2079868.621817484,3209115.7977733007,312,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0313,99,72,45,4,38236.91369168605,81761.97010552813,2753057.785801396,3679288.6547487658,6432346.4405501615,313,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0314,108,69,46,6,34458.60097918299,84921.98329022761,2377643.4675636264,3906411.23135047,6284054.698914096,314,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0315,92,63,30,6,19716.939204134025,57195.10107837301,1242167.1698604436,1715853.0323511902,2958020.202211634,315,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0316,97,67,39,6,10996.939058361231,57590.91863639313,736794.9169102025,2246045.826819332,2982840.7437295346,316,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0317,116,89,48,3,29924.754596201597,64401.67892880939,2663303.1590619422,3091280.588582851,5754583.747644793,317,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0318,104,78,43,3,11958.891416959821,50442.543657858056,932793.530522866,2169029.3772878964,3101822.9078107625,318,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0319,87,68,37,7,13973.551541418024,93223.01886532329,950201.5048164256,3449251.6980169616,4399453.202833387,319,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0320,103,69,40,2,12238.604731827274,58240.39434949596,844463.7264960819,2329615.7739798385,3174079.5004759203,320,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0321,115,76,40,5,20270.043527641657,107881.56000411237,1540523.308100766,4315262.400164494,5855785.70826526,321,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0322,88,68,35,1,44449.784840308435,95688.09729601386,3022585.369140974,3349083.405360485,6371668.774501459,322,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0323,92,61,41,0,21959.946906107638,77107.4366824269,1339556.761272566,3161404.9039795026,4500961.665252069,323,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0324,108,74,36,7,16883.106482534255,58508.140284188325,1249349.8797075348,2106293.0502307797,3355642.9299383145,324,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0325,95,64,46,4,8818.711430150033,66856.78946953772,564397.5315296021,3075412.315598735,3639809.8471283372,325,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0326,86,62,37,3,30677.192765983407,63270.22459002254,1901985.9514909713,2340998.309830834,4242984.261321805,326,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0327,87,68,40,4,13790.80350679721,59000.86540446875,937774.6384622103,2360034.61617875,3297809.25464096,327,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0328,109,76,37,10,23635.629367482295,106264.54851516211,1796307.8319286546,3931788.2950609983,5728096.126989653,328,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0329,91,62,32,3,17809.171037994452,65124.477727003716,1104168.604355656,2083983.287264119,3188151.891619775,329,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0330,107,74,41,2,36421.20109597613,102234.06124166063,2695168.8811022337,4191596.510908086,6886765.39201032,330,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0331,106,69,43,1,20043.459394618465,52273.69514814006,1382998.698228674,2247768.8913700227,3630767.5895986967,331,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0332,92,67,34,9,21261.30828264871,53134.64115785974,1424507.6549374636,1806577.799367231,3231085.4543046947,332,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0333,90,66,42,4,29479.43818052525,227360.55529242693,1945642.9199146663,9549143.32228193,11494786.242196597,333,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0334,102,74,42,9,77976.60379708509,71271.10934917754,5770268.680984297,2993386.5926654567,8763655.273649754,334,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0335,99,73,35,5,37536.46570310479,66498.20688227999,2740161.9963266496,2327437.2408797997,5067599.23720645,335,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0336,88,53,36,3,20886.041336595805,67238.72945168139,1106960.1908395777,2420594.26026053,3527554.4511001073,336,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0337,100,71,39,11,22068.77062750423,55091.12367093918,1566882.7145528002,2148553.823166628,3715436.537719428,337,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0338,119,89,48,3,16076.02521098569,83043.29073409544,1430766.2437777263,3986077.955236581,5416844.199014308,338,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0339,106,81,42,4,12456.558843182876,51803.59768390225,1008981.266297813,2175751.1027238946,3184732.3690217077,339,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0340,102,71,44,4,15809.234775890754,70295.9980784587,1122455.6690882435,3093023.9154521828,4215479.584540427,340,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0341,98,71,43,16,13859.284136028817,70128.32887051078,984009.1736580459,3015518.1414319635,3999527.3150900095,341,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0342,119,82,46,3,32598.48292658143,133521.63856302132,2673075.5999796772,6141995.373898981,8815070.97387866,342,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0343,99,61,35,4,11582.876066573775,67410.20987226468,706555.4400610003,2359357.345529264,3065912.785590264,343,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0344,87,60,30,6,49017.19024167392,53036.921399169325,2941031.414500435,1591107.6419750797,4532139.056475515,344,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0345,113,78,42,4,34586.81538443333,70258.43973734703,2697771.5999857998,2950854.4689685754,5648626.068954375,345,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0346,103,74,33,4,22299.087506513977,51952.57500367888,1650132.4754820343,1714434.975121403,3364567.4506034376,346,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0347,79,54,33,6,22030.676928030793,54772.15014534404,1189656.5541136628,1807480.9547963534,2997137.508910016,347,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0348,110,84,41,1,15766.318675252189,50636.06644438396,1324370.7687211838,2076078.7242197425,3400449.492940926,348,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0349,95,70,35,3,25901.35717279169,66690.3774228679,1813095.0020954183,2334163.2098003766,4147258.2118957946,349,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0350,101,70,34,2,42313.24674903592,51797.98360139719,2961927.2724325145,1761131.4424475043,4723058.7148800185,350,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0351,95,62,42,8,14445.036253329006,64426.014444244975,895592.2477063984,2705892.6066582887,3601484.854364687,351,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0352,107,79,48,1,8777.656579762268,147366.11320407802,693434.8698012192,7073573.433795745,7767008.303596964,352,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0353,91,61,37,4,33588.228856332236,83168.49267884529,2048881.9602362665,3077234.2291172757,5126116.189353542,353,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0354,87,56,30,4,26758.82446715874,51637.69195381393,1498494.1701608896,1549130.7586144179,3047624.9287753077,354,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0355,100,70,41,5,11247.270085678469,55344.22259397955,787308.9059974928,2269113.126353162,3056422.0323506547,355,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0356,117,89,47,9,14185.35222088151,78253.39147915955,1262496.3476584544,3677909.3995204987,4940405.747178953,356,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0357,102,73,44,3,13154.740087334272,123027.36605100075,960296.0263754019,5413204.106244033,6373500.132619435,357,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0358,88,53,40,4,14260.954662109574,50673.953637738334,755830.5970918074,2026958.1455095334,2782788.7426013406,358,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0359,100,68,30,7,18138.469482228207,97661.68772364905,1233415.9247915181,2929850.631709472,4163266.55650099,359,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0360,81,57,34,2,18771.060306910156,69551.5091338463,1069950.4374938789,2364751.310550774,3434701.748044653,360,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0361,91,69,32,4,14906.070230042093,68577.65197619771,1028518.8458729044,2194484.8632383267,3223003.7091112314,361,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0362,90,60,35,8,13976.06787441526,177377.81454735147,838564.0724649156,6208223.509157302,7046787.581622218,362,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0363,102,62,43,8,19201.225683264674,86729.1264362581,1190475.9923624098,3729352.4367590984,4919828.429121508,363,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0364,109,74,40,13,24357.983053382424,106824.58605375003,1802490.7459502993,4272983.442150001,6075474.188100301,364,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0365,101,66,48,3,18219.032677908428,59549.182765231424,1202456.1567419562,2858360.7727311086,4060816.929473065,365,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0366,97,67,36,11,44143.46663544849,69084.06964142513,2957612.264575049,2487026.5070913048,5444638.771666354,366,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0367,88,60,42,4,29877.250849920292,73277.19842709774,1792635.0509952176,3077642.333938105,4870277.384933323,367,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0368,96,66,40,8,8480.226903233734,58394.44784784521,559694.9756134264,2335777.9139138083,2895472.8895272347,368,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0369,104,74,47,1,30158.93950637793,70094.33054333841,2231761.523471967,3294433.5355369053,5526195.059008872,369,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0370,106,74,44,9,31676.374229476496,55703.40517298598,2344051.692981261,2450949.827611383,4795001.520592644,370,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0371,91,59,42,2,16969.264551362678,53192.92136326449,1001186.608530398,2234102.6972571085,3235289.3057875065,371,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0372,110,72,41,4,8981.1341227809,60302.04189161796,646641.6568402249,2472383.7175563364,3119025.374396561,372,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0373,104,70,33,13,22133.333529219224,85606.48811655874,1549333.3470453457,2825014.1078464384,4374347.454891784,373,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0374,85,62,30,8,21924.8244224587,134786.30158430722,1359339.1141924395,4043589.047529217,5402928.161721656,374,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0375,107,71,51,10,11237.50650988797,63867.3157545931,797862.9622020458,3257233.1034842483,4055096.065686294,375,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0376,111,84,44,6,9221.273865045698,75477.40235698977,774587.0046638387,3321005.7037075497,4095592.7083713883,376,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0377,105,82,40,2,20899.2357882303,52222.80779436601,1713737.3346348847,2088912.3117746403,3802649.646409525,377,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0378,94,62,34,2,19151.832554255005,127909.48306186813,1187413.6183638102,4348922.424103516,5536336.042467326,378,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0379,91,57,34,1,17148.067787698943,69987.3653205876,977439.8638988398,2379570.4208999784,3357010.284798818,379,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0380,89,62,38,1,20951.24936539913,91678.65363916552,1298977.460654746,3483788.83828829,4782766.298943036,380,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0381,98,72,42,5,11365.459603314526,94144.63491651042,818313.0914386458,3954074.6664934377,4772387.757932084,381,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0382,110,78,41,7,16968.392576797,56292.82777591637,1323534.620990166,2308005.938812571,3631540.559802737,382,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
